selection_id,usage_count,territories,celebration_ids,nigeria_365_firestore_reference_normalized,nigeria_365_firestore_response_text,nigeria_365_firestore_stanzas_text,nigeria_365_firestore_source_url,nigeria_365_firestore_coverage_status,nigeria_365_firestore_missing_reason,nigeria_365_firestore_raw_sha256,nigeria_365_firestore_normalized_sha256,nigeria_365_firestore_difference_class,nigeria_365_firestore_match_score,modern_psalter_us_reference_normalized,modern_psalter_us_response_text,modern_psalter_us_stanzas_text,modern_psalter_us_source_url,modern_psalter_us_coverage_status,modern_psalter_us_missing_reason,modern_psalter_us_raw_sha256,modern_psalter_us_normalized_sha256,modern_psalter_us_difference_class,modern_psalter_us_match_score,jerusalem_bible_reference_normalized,jerusalem_bible_response_text,jerusalem_bible_stanzas_text,jerusalem_bible_source_url,jerusalem_bible_coverage_status,jerusalem_bible_missing_reason,jerusalem_bible_raw_sha256,jerusalem_bible_normalized_sha256,jerusalem_bible_difference_class,jerusalem_bible_match_score,esvce_reference_normalized,esvce_response_text,esvce_stanzas_text,esvce_source_url,esvce_coverage_status,esvce_missing_reason,esvce_raw_sha256,esvce_normalized_sha256,esvce_difference_class,esvce_match_score,local_rsvce_reference_normalized,local_rsvce_response_text,local_rsvce_stanzas_text,local_rsvce_source_url,local_rsvce_coverage_status,local_rsvce_missing_reason,local_rsvce_raw_sha256,local_rsvce_normalized_sha256,local_rsvce_difference_class,local_rsvce_match_score,local_nabre_reference_normalized,local_nabre_response_text,local_nabre_stanzas_text,local_nabre_source_url,local_nabre_coverage_status,local_nabre_missing_reason,local_nabre_raw_sha256,local_nabre_normalized_sha256,local_nabre_difference_class,local_nabre_match_score,douay_rheims_reference_normalized,douay_rheims_response_text,douay_rheims_stanzas_text,douay_rheims_source_url,douay_rheims_coverage_status,douay_rheims_missing_reason,douay_rheims_raw_sha256,douay_rheims_normalized_sha256,douay_rheims_difference_class,douay_rheims_match_score,complete_edition_count,comparison_status
ps19_8_9_10_15,1,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps19:8,9,10,15","Your words are spirit, Lord, and they are life.","The law of the LORD is perfect,reviving the soul; the testimony of the LORD is sure, making wise the simple;

the precepts of the LORD are right,rejoicing the heart; the commandment of the LORD is pure, enlightening the eyes;

the fear of the LORD is clean, enduring for ever;the ordinances of the LORD are true, and righteous altogether.

Let the words of my mouth and the meditation of my heartbe acceptable in thy sight, O LORD, my rock and my redeemer.",repo://assets/rsvce.db,complete,,16fd8e2b2c5b022b2ae0f5e16fbe4310659099103881eeeef333f41b983fe235,9f8e7c8c21b80001fe31ce83922238afb107330077c637dffc4c5c941d3beb64,exact,1.0,"ps19:8,9,10,15","Your words are spirit, Lord, and they are life.","The decree of the LORD is trustworthy, giving wisdom to the simple.

The command of the LORD is clear, enlightening the eye.

The statutes of the LORD are true, all of them just;

Let the words of my mouth be acceptable, the thoughts of my heart before you, LORD, my rock and my redeemer.",repo://assets/nabre.db,complete,,e800a0fe6ea0820d37aac08f310766637249bf8bec0c751655c5a6d96b8006a4,a62bdee32a8d383f0e0c32d410088e28bb36bb03a6fe6217bd28056cc1c16779,translation_variant,0.129032,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps1_1_2_3_4_6,31,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps1:1-2,3,4,6",(40:5a) Blessed are they who hope in the Lord.,"Blessed is the man who walks not in the counsel of the wicked,nor stands in the way of sinners, nor sits in the seat of scoffers; but his delight is in the law of the LORD, and on his law he meditates day and night.

He is like a tree planted by streams of water,that yields its fruit in its season,and its leaf does not wither. In all that he does, he prospers.

The wicked are not so, but are like chaff which the wind drives away.

for the LORD knows the way of the righteous, but the way of the wicked will perish.",repo://assets/rsvce.db,complete,,bb96f000fbbda1204d899cc92d355f7dfa7fbe96c6131e6888b1a936b7658b69,beda34db6026f254906f3dd4aff5783afa4b014099c2f0ca8a5118403759a5f4,exact,1.0,"ps1:1-2,3,4,6",(40:5a) Blessed are they who hope in the Lord.,"First Book—Psalms 1–41 Psalm 1 True Happiness in God’s Law I - Blessed is the man who does not walk in the counsel of the wicked, Nor stand in the way of sinners, nor sit in company with scoffers. Rather, the law of the LORD is his joy; and on his law he meditates day and night.

He is like a tree planted near streams of water, that yields its fruit in season; Its leaves never wither; whatever he does prospers.

But not so are the wicked, not so! They are like chaff driven by the wind.

Because the LORD knows the way of the just, but the way of the wicked leads to ruin.",repo://assets/nabre.db,complete,,0bba57c10d90c8cb34c8bf32c988ce784d384e83e0e1cc985c38718b4dc7e03a,805ce55be520b8f54c1cf00e85e53c3f520f8dbdbfff9a4fdd0af269817ab5bc,translation_variant,0.10453,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps21_1_2_3_4_5_6,6,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps21:1-2,3-4,5-6","Lord, your strength gives joy to the king.","In thy strength the king rejoices, O LORD; and in thy help how greatly he exults! Thou hast given him his heart's desire, and hast not withheld the request of his lips. [Selah]

For thou dost meet him with goodly blessings; thou dost set a crown of fine gold upon his head. He asked life of thee; thou gavest it to him, length of days for ever and ever.

His glory is great through thy help; splendor and majesty thou dost bestow upon him. Yea, thou dost make him most blessed for ever; thou dost make him glad with the joy of thy presence.",repo://assets/rsvce.db,complete,,6dd156c432f5d929c6aca429429ff52b836d4c49d2f1ee3226a95d97a656bf16,b30554104eb43ba744c311f14a77b8877986b68d47ceeff59d9896d801edd1df,exact,1.0,"ps21:1-2,3-4,5-6","Lord, your strength gives joy to the king.","Psalm 21 Thanksgiving and Assurances for the King - For the leader. A psalm of David. I - LORD, the king finds joy in your power; in your victory how greatly he rejoices!

You have granted him his heart’s desire; you did not refuse the request of his lips. Selah For you welcomed him with goodly blessings; you placed on his head a crown of pure gold.

He asked life of you; you gave it to him, length of days forever. Great is his glory in your victory; majesty and splendor you confer upon him.",repo://assets/nabre.db,complete,,6c9a7414a3597d81af55654446c5cf9a670aa409bcf486f1954d7d25b9509cc1,2b97b39683b9a3916705d0b3d3102e6919c174456a85c47b87f630e9fa63cdbf,translation_variant,0.268767,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps22_25b_26_27_28_29_30_31,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps22:25b-26,27,28-29,30-31","I will praise you, Lord, in the assembly of your people.","For he has not despised or abhorred the affliction of the afflicted;and he has not hid his face from him, but has heard, when he cried to him. From thee comes my praise in the great congregation; my vows I will pay before those who fear him.

The afflicted shall eat and be satisfied;those who seek him shall praise the LORD! May your hearts live for ever!

All the ends of the earth shall remember and turn to the LORD; and all the families of the nations shall worship before him. For dominion belongs to the LORD, and he rules over the nations.

Yea, to him shall all the proud of the earth bow down;before him shall bow all who go down to the dust, and he who cannot keep himself alive. Posterity shall serve him; men shall tell of the Lord to the coming generation,",repo://assets/rsvce.db,complete,,afe6bf2d5906bd524e7a555a4497ee6982193da22594b487fcebb70493fcadfb,d91da690622550f0c0404af05d0e474207e0c6c6c38273b151f2ebe630a1cdcc,exact,1.0,"ps22:25b-26,27,28-29,30-31","I will praise you, Lord, in the assembly of your people.","For he has not spurned or disdained the misery of this poor wretch, Did not turn away from me, but heard me when I cried out. I will offer praise in the great assembly; my vows I will fulfill before those who fear him.

May your hearts enjoy life forever!”

All the ends of the earth will remember and turn to the LORD; All the families of nations will bow low before him. For kingship belongs to the LORD, the ruler over the nations.

All who sleep in the earth will bow low before God; All who have gone down into the dust will kneel in homage. And I will live for the LORD; my descendants will serve you.",repo://assets/nabre.db,complete,,bd1b3ffdd3ed5366dd4243abc633fdaf1276bd193002e1801056b9e6ca70f76b,c666f45a0d0bcb8b434af1105fa57129815acfd42e53d66288880b2481096985,translation_variant,0.10221,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps22_25b_26_27_29_30_31,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps22:25b-26,27+29,30-31","They will praise you, Lord, who long for you.","For he has not despised or abhorred the affliction of the afflicted;and he has not hid his face from him, but has heard, when he cried to him. From thee comes my praise in the great congregation; my vows I will pay before those who fear him.

The afflicted shall eat and be satisfied;those who seek him shall praise the LORD! May your hearts live for ever! For dominion belongs to the LORD, and he rules over the nations.

Yea, to him shall all the proud of the earth bow down;before him shall bow all who go down to the dust, and he who cannot keep himself alive. Posterity shall serve him; men shall tell of the Lord to the coming generation,",repo://assets/rsvce.db,complete,,3d946569fdaad547d0c7e6e39b7545f22a25df404ece8756d3f4514ded0e1182,5f6386282b8a1a8374c2cfa36b1e7ba87eacf92688f0be9dbaa9c5e1c58e5967,exact,1.0,"ps22:25b-26,27+29,30-31","They will praise you, Lord, who long for you.","For he has not spurned or disdained the misery of this poor wretch, Did not turn away from me, but heard me when I cried out. I will offer praise in the great assembly; my vows I will fulfill before those who fear him.

May your hearts enjoy life forever!” For kingship belongs to the LORD, the ruler over the nations.

All who sleep in the earth will bow low before God; All who have gone down into the dust will kneel in homage. And I will live for the LORD; my descendants will serve you.",repo://assets/nabre.db,complete,,709f2fc42647fb1239febf9ee982a110fcc1f58f5f140e7b0e9fe34c786dcec3,6ea32660ab0b17510f5d1a28af33809866ff47e956e0dd1e395178c0da4c4526,translation_variant,0.107563,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps22_26_27_28_30_31_32,2,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps22:26-27,28,30,31-32","(26a) I will praise you, Lord, in the assembly of your people.","From thee comes my praise in the great congregation; my vows I will pay before those who fear him. The afflicted shall eat and be satisfied;those who seek him shall praise the LORD! May your hearts live for ever!

All the ends of the earth shall remember and turn to the LORD; and all the families of the nations shall worship before him.

Yea, to him shall all the proud of the earth bow down;before him shall bow all who go down to the dust, and he who cannot keep himself alive.

Posterity shall serve him; men shall tell of the Lord to the coming generation, and proclaim his deliverance to a people yet unborn, that he has wrought it.",repo://assets/rsvce.db,complete,,a1b086087892fbbb3a80b35b22f6f6144bf0d1fd1bf862ebf08fa2634c99ca58,7672bcd3dfdaabf4a5e2cb7af200efd9810d262043b24831174fd6b98a13e7c6,exact,1.0,"ps22:26-27,28,30,31-32","(26a) I will praise you, Lord, in the assembly of your people.","I will offer praise in the great assembly; my vows I will fulfill before those who fear him. May your hearts enjoy life forever!”

All the ends of the earth will remember and turn to the LORD; All the families of nations will bow low before him.

All who sleep in the earth will bow low before God; All who have gone down into the dust will kneel in homage.

And I will live for the LORD; my descendants will serve you. The generation to come will be told of the Lord, that they may proclaim to a people yet unborn the deliverance you have brought.",repo://assets/nabre.db,complete,,3c16c4644e5176a1598e38f032a9c93bff8be2017745ff26f206d06017e4e6bf,8e86e83e516761a63dcf14a5654df549c90bb78e268095992c580622cb668849,translation_variant,0.108491,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps22_8_9_17_18a_19_20_23_24,1,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps22:8-9,17-18a,19-20,23-24","My God, my God, why have you forsaken me?","All who see me mock at me,they make mouths at me, they wag their heads; ""He committed his cause to the LORD;let him deliver him, let him rescue him, for he delights in him!""

Yea, dogs are round about me;a company of evildoers encircle me; they have pierced my hands and feet-- I can count all my bones-- they stare and gloat over me;

they divide my garments among them, and for my raiment they cast lots. But thou, O LORD, be not far off! O thou my help, hasten to my aid!

I will tell of thy name to my brethren; in the midst of the congregation I will praise thee: You who fear the LORD, praise him!all you sons of Jacob, glorify him, and stand in awe of him, all you sons of Israel!",repo://assets/rsvce.db,complete,,e23d526054c8fa9ed1261c82d7eb166d0565c8eeaf99946d1dfec14cd907487c,04aeae79c77fd222de02bf20443509e9f8916664417ea77155cae1485b020b77,exact,1.0,"ps22:8-9,17-18a,19-20,23-24","My God, my God, why have you forsaken me?","All who see me mock me; they curl their lips and jeer; they shake their heads at me: “He relied on the LORD—let him deliver him; if he loves him, let him rescue him.”

They have pierced my hands and my feet They stare at me and gloat;

they divide my garments among them; for my clothing they cast lots. But you, LORD, do not stay far off; my strength, come quickly to help me.

Then I will proclaim your name to my brethren; in the assembly I will praise you: “You who fear the LORD, give praise! All descendants of Jacob, give honor; show reverence, all descendants of Israel!",repo://assets/nabre.db,complete,,1ffb03f431b72b98985e4deea1c192f585a5e93625bea263896e83329a3c2661,f2dad3654d9c4df24ff03571bd590cb31deb053ae039c7ad59e9ec70388358c8,translation_variant,0.113707,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps23_1_2_2_3_5_6,2,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps23:1-2,2-3,5-6",(1) The Lord is my shepherd; there is nothing I shall want.,"The LORD is my shepherd, I shall not want; he makes me lie down in green pastures. He leads me beside still waters;

he makes me lie down in green pastures. He leads me beside still waters; he restores my soul.  He leads me in paths of righteousness for his name's sake.

Thou preparest a table before mein the presence of my enemies; thou anointest my head with oil, my cup overflows. Surely goodness and mercy shall follow me all the days of my life; and I shall dwell in the house of the LORD for ever.",repo://assets/rsvce.db,complete,,34237facd5ce1b7e6ec564fa71f147e8f7b4b3adadfead2c0cf3801750027208,16b1644b2a43b98903abe56c84090a830139d75e700844dd9b2fb8de9a3419c5,exact,1.0,"ps23:1-2,2-3,5-6",(1) The Lord is my shepherd; there is nothing I shall want.,"Psalm 23 The Lord, Shepherd and Host - A psalm of David. I - The LORD is my shepherd; there is nothing I lack. In green pastures he makes me lie down; to still waters he leads me;

In green pastures he makes me lie down; to still waters he leads me; he restores my soul. He guides me along right paths for the sake of his name.

You set a table before me in front of my enemies; You anoint my head with oil; my cup overflows. Indeed, goodness and mercy will pursue me all the days of my life; I will dwell in the house of the LORD for endless days.",repo://assets/nabre.db,complete,,50d02be587f6951e13bd838b0107551724544a59ab20a459d7c238676eec469e,c2491230341b26ed5f66a680437cbeb2605c5f96b4d22e8e204928ea7fead662,translation_variant,0.113576,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps23_1_3_3_4_5_6,2,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps23:1-3,3-4,5,6",(1) The Lord is my shepherd; there is nothing I shall want.,"The LORD is my shepherd, I shall not want; he makes me lie down in green pastures. He leads me beside still waters; he restores my soul.  He leads me in paths of righteousness for his name's sake.

he restores my soul.  He leads me in paths of righteousness for his name's sake. Even though I walk through the valley of the shadow of death, I fear no evil;for thou art with me; thy rod and thy staff, they comfort me.

Thou preparest a table before mein the presence of my enemies; thou anointest my head with oil, my cup overflows.

Surely goodness and mercy shall follow me all the days of my life; and I shall dwell in the house of the LORD for ever.",repo://assets/rsvce.db,complete,,d44ea47b7e6b607ad420365818aff3e0e142f597be86f6f1e7e09eb59d873c47,615ff8d0fc70630d7e4ac709a91c5289b9d2fb196fb4fbd5882628d41ce63389,exact,1.0,"ps23:1-3,3-4,5,6",(1) The Lord is my shepherd; there is nothing I shall want.,"Psalm 23 The Lord, Shepherd and Host - A psalm of David. I - The LORD is my shepherd; there is nothing I lack. In green pastures he makes me lie down; to still waters he leads me; he restores my soul. He guides me along right paths for the sake of his name.

he restores my soul. He guides me along right paths for the sake of his name. Even though I walk through the valley of the shadow of death, I will fear no evil, for you are with me; your rod and your staff comfort me.

You set a table before me in front of my enemies; You anoint my head with oil; my cup overflows.

Indeed, goodness and mercy will pursue me all the days of my life; I will dwell in the house of the LORD for endless days.",repo://assets/nabre.db,complete,,fdf8ae9846cb5f2e8a5acb56d06dcdcb01df4ab5b7b5aa16dd6e2a3befc60fa1,881304d8166009dacd15444ba0fcda8a5541fe1af88ce30fdbf6958f2b8852d0,translation_variant,0.08628,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps23_1_3a_3b_4_5_6,23,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps23:1-3a,3b-4,5,6",(1) The Lord is my shepherd; there is nothing I shall want.,"The LORD is my shepherd, I shall not want; he makes me lie down in green pastures. He leads me beside still waters; he restores my soul.  He leads me in paths of righteousness for his name's sake.

he restores my soul.  He leads me in paths of righteousness for his name's sake. Even though I walk through the valley of the shadow of death, I fear no evil;for thou art with me; thy rod and thy staff, they comfort me.

Thou preparest a table before mein the presence of my enemies; thou anointest my head with oil, my cup overflows.

Surely goodness and mercy shall follow me all the days of my life; and I shall dwell in the house of the LORD for ever.",repo://assets/rsvce.db,complete,,d44ea47b7e6b607ad420365818aff3e0e142f597be86f6f1e7e09eb59d873c47,615ff8d0fc70630d7e4ac709a91c5289b9d2fb196fb4fbd5882628d41ce63389,exact,1.0,"ps23:1-3a,3b-4,5,6",(1) The Lord is my shepherd; there is nothing I shall want.,"Psalm 23 The Lord, Shepherd and Host - A psalm of David. I - The LORD is my shepherd; there is nothing I lack. In green pastures he makes me lie down; to still waters he leads me; he restores my soul. He guides me along right paths for the sake of his name.

he restores my soul. He guides me along right paths for the sake of his name. Even though I walk through the valley of the shadow of death, I will fear no evil, for you are with me; your rod and your staff comfort me.

You set a table before me in front of my enemies; You anoint my head with oil; my cup overflows.

Indeed, goodness and mercy will pursue me all the days of my life; I will dwell in the house of the LORD for endless days.",repo://assets/nabre.db,complete,,fdf8ae9846cb5f2e8a5acb56d06dcdcb01df4ab5b7b5aa16dd6e2a3befc60fa1,881304d8166009dacd15444ba0fcda8a5541fe1af88ce30fdbf6958f2b8852d0,translation_variant,0.08628,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps24_1_2_3_4_5_6,2,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps24:1-2,3-4,5-6",(7c and 10b) Let the Lord enter; he is king of glory.,"The earth is the LORD's and the fulness thereof, the world and those who dwell therein; for he has founded it upon the seas, and established it upon the rivers.

Who shall ascend the hill of the LORD? And who shall stand in his holy place? He who has clean hands and a pure heart,who does not lift up his soul to what is false, and does not swear deceitfully.

He will receive blessing from the LORD, and vindication from the God of his salvation. Such is the generation of those who seek him, who seek the face of the God of Jacob.  [Selah]",repo://assets/rsvce.db,complete,,ff5fe8276b8f90881ffef70d2e7e9f932fc9641ec76343016015621c03796305,a162cdcaf076d242bbe6ccfd30cc025031e6b66b1ae26e5fb5d2987c97d20c44,exact,1.0,"ps24:1-2,3-4,5-6",(7c and 10b) Let the Lord enter; he is king of glory.,"Psalm 24 The Glory of God in Procession to Zion - A psalm of David. I - The earth is the LORD’s and all it holds, the world and those who dwell in it. For he founded it on the seas, established it over the rivers.

Who may go up the mountain of the LORD? Who can stand in his holy place? “The clean of hand and pure of heart, who has not given his soul to useless things, what is vain.

He will receive blessings from the LORD, and justice from his saving God. Such is the generation that seeks him, that seeks the face of the God of Jacob.” Selah",repo://assets/nabre.db,complete,,e3ff611204562d7a70f32da07f05ba700fcd3b7bd518abcdd64bac8167f9ebad,95c49dca8a370252196d1c6f87b873776e2af48922c63cead77d79eb61586eab,translation_variant,0.295909,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps24_1_2_3_4ab_5_6,21,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps24:1-2,3-4ab,5-6",Let the Lord enter; he is king of glory.,"The earth is the LORD's and the fulness thereof, the world and those who dwell therein; for he has founded it upon the seas, and established it upon the rivers.

Who shall ascend the hill of the LORD? And who shall stand in his holy place? He who has clean hands and a pure heart,who does not lift up his soul to what is false, and does not swear deceitfully.

He will receive blessing from the LORD, and vindication from the God of his salvation. Such is the generation of those who seek him, who seek the face of the God of Jacob.  [Selah]",repo://assets/rsvce.db,complete,,4b9114b00976a74df5786d403db887215667bfb693cf14bf8cd933e9af8d7bee,449058b5a564faa1409be10a5323d5615e0a4273030fdea2d80a3c533d5eb0f8,exact,1.0,"ps24:1-2,3-4ab,5-6",Let the Lord enter; he is king of glory.,"Psalm 24 The Glory of God in Procession to Zion - A psalm of David. I - The earth is the LORD’s and all it holds, the world and those who dwell in it. For he founded it on the seas, established it over the rivers.

Who may go up the mountain of the LORD? Who can stand in his holy place? “The clean of hand and pure of heart, who has not given his soul to useless things, what is vain.

He will receive blessings from the LORD, and justice from his saving God. Such is the generation that seeks him, that seeks the face of the God of Jacob.” Selah",repo://assets/nabre.db,complete,,8405a97fb5647147982be8fbc9cd19a8eca42fbaa2bb72aeab4fee286ae8b29a,7c7e9ef4c2039b8c7550c91aaae7c992f03e2798fddd6286cb0b817093fadea2,translation_variant,0.282165,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps24_1bc_2_3_4ab_5_6,1,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps24:1bc-2,3-4ab,5-6","(see 6) Lord, this is the people that longs to see your face.","The earth is the LORD's and the fulness thereof, the world and those who dwell therein; for he has founded it upon the seas, and established it upon the rivers.

Who shall ascend the hill of the LORD? And who shall stand in his holy place? He who has clean hands and a pure heart,who does not lift up his soul to what is false, and does not swear deceitfully.

He will receive blessing from the LORD, and vindication from the God of his salvation. Such is the generation of those who seek him, who seek the face of the God of Jacob.  [Selah]",repo://assets/rsvce.db,complete,,18312d3f1f3acb5ddbac5e21d77cc3f36889c95b86f1793db7351ad7c4124f96,684501eed9c3f55e76a9902b5c24ddc35e4053f1564d3279e4f0d01301b77a0e,exact,1.0,"ps24:1bc-2,3-4ab,5-6","(see 6) Lord, this is the people that longs to see your face.","Psalm 24 The Glory of God in Procession to Zion - A psalm of David. I - The earth is the LORD’s and all it holds, the world and those who dwell in it. For he founded it on the seas, established it over the rivers.

Who may go up the mountain of the LORD? Who can stand in his holy place? “The clean of hand and pure of heart, who has not given his soul to useless things, what is vain.

He will receive blessings from the LORD, and justice from his saving God. Such is the generation that seeks him, that seeks the face of the God of Jacob.” Selah",repo://assets/nabre.db,complete,,c94b704c7d4bf0dccd002ae249ca007160248031831a4d796da0e66e1bf972e1,2f6c199198aef9731343fa59ed03a04e40a979c2d75cd0283ca930b267679038,translation_variant,0.254077,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps24_7_8_9_10,3,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps24:7,8,9,10",Who is this king of glory?,"Lift up your heads, O gates! and be lifted up, O ancient doors! that the King of glory may come in.

Who is the King of glory? The LORD, strong and mighty, the LORD, mighty in battle!

Lift up your heads, O gates! and be lifted up,  O ancient doors! that the King of glory may come in.

Who is this King of glory? The LORD of hosts, he is the King of glory! [Selah]",repo://assets/rsvce.db,complete,,7c6ba851457df149e2ebbaf795ba4c0dbc3d6a42bb82522f9c84a41e5e00eb87,73f555ab390814d2638beba7ffb033de8410fc2e01dfc79e947ba08244b59408,exact,1.0,"ps24:7,8,9,10",Who is this king of glory?,"Lift up your heads, O gates; be lifted, you ancient portals, that the king of glory may enter.

Who is this king of glory? The LORD, strong and mighty, the LORD, mighty in war.

Lift up your heads, O gates; rise up, you ancient portals, that the king of glory may enter.

Who is this king of glory? The LORD of hosts, he is the king of glory. Selah",repo://assets/nabre.db,complete,,2a0bd596132e01c09c00fd9d01099a9b9bf23762102d37ffd99ccbc759c5ef19,8709c2324b93d3fb0bbdb99b8100bba60cb1a3fedaaed506ef8755e77b276636,translation_variant,0.313889,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
ps25_2_3_4_5ab_6_7bc_8_9,5,WORLD,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,,,,,unavailable,edition text not installed,,,missing_text,,"ps25:2-3,4-5ab,6-7bc,8-9","To you, O Lord, I lift my soul.","O my God, in thee I trust, let me not be put to shame; let not my enemies exult over me. Yea, let none that wait for thee be put to shame; let them be ashamed who are wantonly treacherous.

Make me to know thy ways, O LORD; teach me thy paths. Lead me in thy truth, and teach me,for thou art the God of my salvation; for thee I wait all the day long.

Be mindful of thy mercy, O LORD,and of thy steadfast love, for they have been from of old. Remember not the sins of my youth,or my transgressions;according to thy steadfast love remember me, for thy goodness' sake, O LORD!

Good and upright is the LORD; therefore he instructs sinners in the way. He leads the humble in what is right, and teaches the humble his way.",repo://assets/rsvce.db,complete,,dcf7828fcffc2216e31d58b3ea564ad0236921e579f53adbfa044d362eb12b40,fe249f326847f886bf14f19257efe0c3445778da0ffd164bc5f191839c9813b5,exact,1.0,"ps25:2-3,4-5ab,6-7bc,8-9","To you, O Lord, I lift my soul.","my God, in you I trust; do not let me be disgraced; do not let my enemies gloat over me. No one is disgraced who waits for you, but only those who are treacherous without cause.

Make known to me your ways, LORD; teach me your paths. Guide me by your fidelity and teach me, for you are God my savior, for you I wait all the day long.

Remember your compassion and your mercy, O LORD, for they are ages old. Remember no more the sins of my youth; remember me according to your mercy, because of your goodness, LORD.

Good and upright is the LORD, therefore he shows sinners the way, He guides the humble in righteousness, and teaches the humble his way.",repo://assets/nabre.db,complete,,cf013b13b4ddd434c3b3941d5b201f4fa8fbc348d2612e7550c9d100a97ac74a,69cdc16d83a9e3cb251a221dc6734e4f509cd012ca08355516bd05ef08420616,translation_variant,0.049419,,,,,unavailable,edition text not installed,,,missing_text,,2,comparison_ready
