stable_usage_key,choice_priority,territory,kind,celebration_id,mass_form,season,week,weekday,special_day,sunday_cycle,weekday_cycle,lectionary_number,reference_normalized,response_text,source_catalog,nigeria_selection_id,nigeria_source_date,gallery_source_url,gallery_text_edition,rsvce_selection_id,text_source_id,display_edition,resolution_status,review_notes
NG|celebration|gertrude_the_great|day||,2,NG,celebration,gertrude_the_great,day,,,,,,,,"ps45:10-11,13b-14,15-16",The bridegroom is here;,memorial_feasts.csv,,,,,ps45_10_11_13b_14_15_16,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|good_friday_of_the_lords_passion|day||,1,NG,celebration,good_friday_of_the_lords_passion,day,,,,,,,,"ps31:2,6,12-13,15-16,17,25","Father, into your hands I commend my spirit.",memorial_feasts.csv,,,,,ps31_2_6_12_13_15_16_17_25,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|gregory_of_narek|day||,1,NG,celebration,gregory_of_narek,day,,,,,,,,"ps119:9-10,11-12,13-14","Lord, teach me your decrees.",memorial_feasts.csv,,,,,ps119_9_10_11_12_13_14,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|gregory_of_narek|day||,2,NG,celebration,gregory_of_narek,day,,,,,,,,"ps19:7,8,9,10","The judgments of the Lord are true, and all of them are just.",memorial_feasts.csv,,,,,ps19_7_8_9_10,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|gregory_of_narek|day||,3,NG,celebration,gregory_of_narek,day,,,,,,,,"ps37:3-4,5-6,30-31",The mouths of the just murmur wisdom.,memorial_feasts.csv,ng:reconstructed:8c4665aa51293035,,,,ps37_3_4_5_6_30_31,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|celebration|gregory_vii_pope|day||,1,NG,celebration,gregory_vii_pope,day,,,,,,,,"ps106:19-20,21-22,23","Lord, remember us, for the love you bear your people.",memorial_feasts.csv,,,,,ps106_19_20_21_22_23,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|gregory_vii_pope|day||,2,NG,celebration,gregory_vii_pope,day,,,,,,,,"ps110:1-2,3,4","You are a priest for ever, in the line of Melchizedek.",memorial_feasts.csv,,,,,local_rsvce:expanded:9147f45b3f3d63c3,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|gregory_vii_pope|day||,3,NG,celebration,gregory_vii_pope,day,,,,,,,,"ps117:1,2",Go out to all the world and tell the good news.,memorial_feasts.csv,ng:reconstructed:73d92e286a6fb381,,,,ps117_1_2,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|celebration|gregory_vii_pope|day||,4,NG,celebration,gregory_vii_pope,day,,,,,,,,"ps16:1-2a1-2a+5,7-8,11","You are my inheritance, O Lord.",memorial_feasts.csv,,,,,local_rsvce:expanded:acdd2b509ed6230c,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|gregory_vii_pope|day||,5,NG,celebration,gregory_vii_pope,day,,,,,,,,"ps23:1-3a,3b-4,5,6",The Lord is my shepherd; there is nothing I shall want.,memorial_feasts.csv,ng:2026-03-15:responsorial-psalm:1,2026-03-15,,,ps23_1_3a_3b_4_5_6,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|gregory_vii_pope|day||,6,NG,celebration,gregory_vii_pope,day,,,,,,,,"ps40:1+3ab,6,7-8,9","Here am I, Lord; I come to do your will.",memorial_feasts.csv,,,,,local_rsvce:expanded:a6f3121c52e20e28,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|gregory_vii_pope|day||,7,NG,celebration,gregory_vii_pope,day,,,,,,,,"ps89:1-2,3-4,20-21,24+26",For ever I will sing the goodness of the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:556f9b30cb1e8359,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|gregory_vii_pope|day||,8,NG,celebration,gregory_vii_pope,day,,,,,,,,"ps96:1-2a,2b-3,7-8a,10",Proclaim God’s marvellous deeds to all the nations.,memorial_feasts.csv,,,,,ps96_1_2a_2b_3_7_8a_10,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|guardian_angels|day||,1,NG,celebration,guardian_angels,day,,,,,,,,"ps19:8,9,10,11",The precepts of the Lord are right; they gladden the heart.,nigeria_2024_2025_usage_assignments.csv,ng:reconstructed:77f84d384af17ece,,https://www.catholicgallery.org/mass-reading/021025/,Douay-Rheims,ps19_8_9_10_11,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|celebration|guardian_angels|day||,2,NG,celebration,guardian_angels,day,,,,,,,,"ps88:10bc-11,12-13,14-15","Let my prayer come into your presence, O Lord.",nigeria_2024_2025_usage_assignments.csv,ng:2026-09-30:responsorial-psalm:1,2026-09-30,https://www.catholicgallery.org/mass-reading/021024/,Douay-Rheims,ps88_10bc_11_12_13_14_15,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|hedwig_of_silesia|day||,1,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps103:1-2,3-4,8-9,13-14,17-18a","O bless the Lord, my soul!",memorial_feasts.csv,,,,,local_rsvce:expanded:a23963e8ba7768b2,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,2,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps112:1-2,3-4,5-6,7-8,9",Happy are those who fear the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:a2598f66f2117110,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,3,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps112:1-2,5-6,7-8,9",Happy are those who fear the Lord.,memorial_feasts.csv,,,,,ps112_1_2_5_6_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,4,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps126:1-2ab,2bc-3,4-5,6",Those who sow in tears shall reap with shouts of joy.,memorial_feasts.csv,,,,,ps126_1_2ab_2bc_3_4_5_6,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,5,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps128:1-2,3-4,5-6",Happy are those who fear the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:4115d7f061b9dec9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,6,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps131:1,2-3a","In you, Lord, I have found my peace.",memorial_feasts.csv,,,,,local_rsvce:expanded:c554d668e32bfa75,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,7,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps15:1a+2-3a,3b-4ab,5","The just shall live on your holy mountain, O Lord.",memorial_feasts.csv,,,,,local_rsvce:expanded:d8a4c685fc2a8ecd,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,8,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps15:1a,2-3a,3b-4ab,5","The just shall live on your holy mountain, O Lord.",memorial_feasts.csv,,,,,local_rsvce:expanded:b2b47e3b4171ad7b,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,9,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps16:1-2a+5,7-8,11","You are my inheritance, O Lord.",memorial_feasts.csv,,,,,ps16_1_2a_5_7_8_11,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,10,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps1:1-2,3,4-6",Happy are they who delight in the law of the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:1add7841ef32e023,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,11,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps23:1-3a,3b-4,5,6",The Lord is my shepherd; there is nothing I shall want.,memorial_feasts.csv,ng:2026-03-15:responsorial-psalm:1,2026-03-15,,,ps23_1_3a_3b_4_5_6,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|hedwig_of_silesia|day||,12,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps34:1-2,3-4,5-6,7-8,9-10",I will bless the Lord at all times.,memorial_feasts.csv,,,,,local_rsvce:expanded:080f8764f6955b45,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hedwig_of_silesia|day||,13,NG,celebration,hedwig_of_silesia,day,,,,,,,,"ps34:1-2,3-4,5-6,7-8,9-10",Taste and see the goodness of the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:080f8764f6955b45,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,1,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps103:1-2,3-4,8-9,13-14,17-18a","O bless the Lord, my soul!",memorial_feasts.csv,,,,,local_rsvce:expanded:a23963e8ba7768b2,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,2,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps112:1-2,3-4,5-6,7-8,9",Happy are those who fear the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:a2598f66f2117110,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,3,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps112:1-2,5-6,7-8,9",Happy are those who fear the Lord.,memorial_feasts.csv,,,,,ps112_1_2_5_6_7_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,4,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps126:1-2ab,2bc-3,4-5,6",Those who sow in tears shall reap with shouts of joy.,memorial_feasts.csv,,,,,ps126_1_2ab_2bc_3_4_5_6,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,5,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps128:1-2,3-4,5-6",Happy are those who fear the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:4115d7f061b9dec9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,6,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps131:1,2-3a","In you, Lord, I have found my peace.",memorial_feasts.csv,,,,,local_rsvce:expanded:c554d668e32bfa75,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,7,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps15:1a+2-3a,3b-4ab,5","The just shall live on your holy mountain, O Lord.",memorial_feasts.csv,,,,,local_rsvce:expanded:d8a4c685fc2a8ecd,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,8,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps15:1a,2-3a,3b-4ab,5","The just shall live on your holy mountain, O Lord.",memorial_feasts.csv,,,,,local_rsvce:expanded:b2b47e3b4171ad7b,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,9,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps16:1-2a+5,7-8,11","You are my inheritance, O Lord.",memorial_feasts.csv,,,,,ps16_1_2a_5_7_8_11,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,10,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps1:1-2,3,4-6",Happy are they who delight in the law of the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:1add7841ef32e023,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,11,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps23:1-3a,3b-4,5,6",The Lord is my shepherd; there is nothing I shall want.,memorial_feasts.csv,ng:2026-03-15:responsorial-psalm:1,2026-03-15,,,ps23_1_3a_3b_4_5_6,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|henry_ii_emperor|day||,12,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps34:1-2,3-4,5-6,7-8,9-10",I will bless the Lord at all times.,memorial_feasts.csv,,,,,local_rsvce:expanded:080f8764f6955b45,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|henry_ii_emperor|day||,13,NG,celebration,henry_ii_emperor,day,,,,,,,,"ps34:1-2,3-4,5-6,7-8,9-10",Taste and see the goodness of the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:080f8764f6955b45,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hilary_of_poitiers|day||,1,NG,celebration,hilary_of_poitiers,day,,,,,,,,"ps106:19-20,21-22,23","Lord, remember us, for the love you bear your people.",memorial_feasts.csv,,,,,ps106_19_20_21_22_23,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hilary_of_poitiers|day||,2,NG,celebration,hilary_of_poitiers,day,,,,,,,,"ps110:1-2,3,4","You are a priest for ever, in the line of Melchizedek.",memorial_feasts.csv,,,,,local_rsvce:expanded:9147f45b3f3d63c3,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hilary_of_poitiers|day||,3,NG,celebration,hilary_of_poitiers,day,,,,,,,,"ps117:1,2",Go out to all the world and tell the good news.,memorial_feasts.csv,ng:reconstructed:73d92e286a6fb381,,,,ps117_1_2,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|celebration|hilary_of_poitiers|day||,4,NG,celebration,hilary_of_poitiers,day,,,,,,,,"ps16:1-2a1-2a+5,7-8,11","You are my inheritance, O Lord.",memorial_feasts.csv,,,,,local_rsvce:expanded:acdd2b509ed6230c,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hilary_of_poitiers|day||,5,NG,celebration,hilary_of_poitiers,day,,,,,,,,"ps23:1-3a,3b-4,5,6",The Lord is my shepherd; there is nothing I shall want.,memorial_feasts.csv,ng:2026-03-15:responsorial-psalm:1,2026-03-15,,,ps23_1_3a_3b_4_5_6,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|hilary_of_poitiers|day||,6,NG,celebration,hilary_of_poitiers,day,,,,,,,,"ps40:1+3ab,6,7-8,9","Here am I, Lord; I come to do your will.",memorial_feasts.csv,,,,,local_rsvce:expanded:a6f3121c52e20e28,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hilary_of_poitiers|day||,7,NG,celebration,hilary_of_poitiers,day,,,,,,,,"ps89:1-2,3-4,20-21,24+26",For ever I will sing the goodness of the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:556f9b30cb1e8359,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hilary_of_poitiers|day||,8,NG,celebration,hilary_of_poitiers,day,,,,,,,,"ps96:1-2a,2b-3,7-8a,10",Proclaim God’s marvellous deeds to all the nations.,memorial_feasts.csv,,,,,ps96_1_2a_2b_3_7_8a_10,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|hildegard_of_bingen|day||,1,NG,celebration,hildegard_of_bingen,day,,,,,,,,"ps119:89-91,130,135,175","Your word is a lamp for my feet, a light for my path.",memorial_feasts.csv,,,,,local_rsvce:expanded:5b03d7443ff2a8dd,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|holy_family|day|A|,1,NG,celebration,holy_family,day,,,,,A,,,"ps128:1-2,3,4-5",Blessed are those who fear the Lord and walk in his ways.,standard_lectionary_complete.csv,ng:reconstructed:226f0e0edbffd766,,,,ps128_1_2_3_4_5,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|celebration|holy_family|day|B|,1,NG,celebration,holy_family,day,,,,,B,,,"ps105:1-2,3-4,5-6,8-9",The Lord remembers his covenant for ever.,standard_lectionary_complete.csv,,,,,ps105_1_2_3_4_5_6_8_9,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|holy_family|day|B|,2,NG,celebration,holy_family,day,,,,,B,,,"ps128:1-2,3,4-5",Blessed are those who fear the Lord and walk in his ways.,standard_lectionary_complete.csv,ng:reconstructed:226f0e0edbffd766,,,,ps128_1_2_3_4_5,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|celebration|holy_family|day|C|,1,NG,celebration,holy_family,day,,,,,C,,,"ps128:1-2,3,4-5",Blessed are those who fear the Lord and walk in his ways.,standard_lectionary_complete.csv,ng:reconstructed:226f0e0edbffd766,,,,ps128_1_2_3_4_5,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|celebration|holy_family|day|C|,2,NG,celebration,holy_family,day,,,,,C,,,"ps84:2-3,5-6,9-10","Blessed are they who dwell in your house, O Lord.",standard_lectionary_complete.csv,,,,,ps84_2_3_5_6_9_10,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|holy_family|day||,1,NG,celebration,holy_family,day,,,,,,,,"ps128:1-2,3,4-5","Blessed are all who fear the Lord, and walk in his ways.",nigeria_psalm_usage_assignments.csv,ng:2025-12-28:responsorial-psalm:1,2025-12-28,,,ps128_1_2_3_4_5,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|holy_family|day||,2,NG,celebration,holy_family,day,,,,,,,,ps128:1-5,Blessed are those who fear the Lord and walk in his ways.,memorial_feasts.csv,,,,,local_rsvce:expanded:419967e96c37a53f,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|holy_innocents|day||,1,NG,celebration,holy_innocents,day,,,,,,,,"ps124:2-5,7b-8",Our soul has been rescued like a bird from the fowler's snare.,memorial_feasts.csv,,,,,local_rsvce:expanded:106a5978ff5258d6,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|holy_thursday_evening_mass_of_the_lords_supper|day||,1,NG,celebration,holy_thursday_evening_mass_of_the_lords_supper,day,,,,,,,,ps116:12-18,"To you, Lord, I will offer a sacrifice of praise.",memorial_feasts.csv,,,,,local_rsvce:expanded:b3a4169ab7b830ec,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|holy_thursday|chrism||,1,NG,celebration,holy_thursday,chrism,,,,,,,,"ps89:21-22,25,27","I will sing forever of your mercies, O Lord.",nigeria_psalm_usage_assignments.csv,ng:2026-04-02:responsorial-psalm:1,2026-04-02,,,ps89_21_22_25_27,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|holy_thursday|evening||,1,NG,celebration,holy_thursday,evening,,,,,,,,"ps116:12-13,15,16bc,17-18",The cup of blessing is a participation in the blood of Christ.,nigeria_psalm_usage_assignments.csv,ng:2026-04-02:responsorial-psalm:2,2026-04-02,,,ps116_12_13_15_16bc_17_18__alias_b402db00021c,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|immaculate_conception_of_blessed_virgin_mary|day|A|,1,NG,celebration,immaculate_conception_of_blessed_virgin_mary,day,,,,,A,,,"ps98:1,2-3ab,3cd-4","Sing to the Lord a new song, for he has done marvelous deeds.",standard_lectionary_complete.csv,,,,,ps98_1_2_3ab_3cd_4,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|immaculate_conception_of_blessed_virgin_mary|day|B|,1,NG,celebration,immaculate_conception_of_blessed_virgin_mary,day,,,,,B,,,"ps98:1,2-3ab,3cd-4","Sing to the Lord a new song, for he has done marvelous deeds.",standard_lectionary_complete.csv,,,,,ps98_1_2_3ab_3cd_4,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|immaculate_conception_of_blessed_virgin_mary|day|C|,1,NG,celebration,immaculate_conception_of_blessed_virgin_mary,day,,,,,C,,,"ps98:1,2-3ab,3cd-4","Sing to the Lord a new song, for he has done marvelous deeds.",standard_lectionary_complete.csv,,,,,ps98_1_2_3ab_3cd_4,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|immaculate_conception_of_blessed_virgin_mary|day||,1,NG,celebration,immaculate_conception_of_blessed_virgin_mary,day,,,,,,,,"ps98:1bcde,2-3ab,3cd-4","O sing a new song to the Lord, for he has worked wonders.",nigeria_psalm_usage_assignments.csv,ng:2025-12-08:responsorial-psalm:1,2025-12-08,,,ps98_1bcde_2_3ab_3cd_4,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|immaculate_conception_of_blessed_virgin_mary|day||,2,NG,celebration,immaculate_conception_of_blessed_virgin_mary,day,,,,,,,,"ps126:1-2,2-3,4-5,6",The Lord has done great things for us; we are filled with joy.,nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/081224/,Douay-Rheims,ps126_1_2_2_3_4_5_6,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|immaculate_heart_of_mary|day||,1,NG,celebration,immaculate_heart_of_mary,day,,,,,,,,"luke1:46-47,48-49,50,53,54-55",The Lord has remembered his mercy.,nigeria_2024_2025_usage_assignments.csv,,,https://www.catholicgallery.org/mass-reading/280625/,Douay-Rheims,luke1_46_47_48_49_50_53_54_55,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|immaculate_heart_of_mary|day||,2,NG,celebration,immaculate_heart_of_mary,day,,,,,,,,"1sam2:1,4-8","My heart exults in the Lord, my Savior.",memorial_feasts.csv,,,,,local_rsvce:expanded:ad7f4cfd6f1be4c2,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|isidore_of_seville|day||,1,NG,celebration,isidore_of_seville,day,,,,,,,,"ps106:19-20,21-22,23","Lord, remember us, for the love you bear your people.",memorial_feasts.csv,,,,,ps106_19_20_21_22_23,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|isidore_of_seville|day||,2,NG,celebration,isidore_of_seville,day,,,,,,,,"ps110:1-2,3,4","You are a priest for ever, in the line of Melchizedek.",memorial_feasts.csv,,,,,local_rsvce:expanded:9147f45b3f3d63c3,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|isidore_of_seville|day||,3,NG,celebration,isidore_of_seville,day,,,,,,,,"ps117:1,2",Go out to all the world and tell the good news.,memorial_feasts.csv,ng:reconstructed:73d92e286a6fb381,,,,ps117_1_2,nigeria_365_firestore,Catholic Missal for Nigeria,reconstructed_nigeria,Reconstructed only from exact verified Nigerian stanza fragments.
NG|celebration|isidore_of_seville|day||,4,NG,celebration,isidore_of_seville,day,,,,,,,,"ps16:1-2a1-2a+5,7-8,11","You are my inheritance, O Lord.",memorial_feasts.csv,,,,,local_rsvce:expanded:acdd2b509ed6230c,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|isidore_of_seville|day||,5,NG,celebration,isidore_of_seville,day,,,,,,,,"ps23:1-3a,3b-4,5,6",The Lord is my shepherd; there is nothing I shall want.,memorial_feasts.csv,ng:2026-03-15:responsorial-psalm:1,2026-03-15,,,ps23_1_3a_3b_4_5_6,nigeria_365_firestore,Catholic Missal for Nigeria,exact_nigeria,Exact Nigerian reference and response match.
NG|celebration|isidore_of_seville|day||,6,NG,celebration,isidore_of_seville,day,,,,,,,,"ps40:1+3ab,6,7-8,9","Here am I, Lord; I come to do your will.",memorial_feasts.csv,,,,,local_rsvce:expanded:a6f3121c52e20e28,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|isidore_of_seville|day||,7,NG,celebration,isidore_of_seville,day,,,,,,,,"ps89:1-2,3-4,20-21,24+26",For ever I will sing the goodness of the Lord.,memorial_feasts.csv,,,,,local_rsvce:expanded:556f9b30cb1e8359,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
NG|celebration|isidore_of_seville|day||,8,NG,celebration,isidore_of_seville,day,,,,,,,,"ps96:1-2a,2b-3,7-8a,10",Proclaim God’s marvellous deeds to all the nations.,memorial_feasts.csv,,,,,ps96_1_2a_2b_3_7_8a_10,local_rsvce,Catholic Daily RSVCE,fallback,Nigerian wording unavailable; RSVCE remains explicitly labeled.
