normalized_ref,source_file,reading_type,raw_ref,candidate_line,method,confidence,page
matthew 9:14-15,weekday_a,gospel,Matthew 9.14-15,"The disciples of John came to Jesus, saying,",weekday_direct,100,385
matthew 9:14-17,weekday_b,gospel,Matthew 9.14-17,"The disciples of John the Baptist came to Jesus, saying,",weekday_direct,100,126
matthew 9:14-17,weekday_b,gospel,Matthew 9.14-17,"The disciples of John the Baptist came to Jesus, saying,",weekday_direct,100,547
matthew 9:18-26,weekday_b,gospel,Matthew 9.18-26,"While Jesus was speaking to the disciples of John the Baptist,",weekday_direct,100,129
matthew 9:18-26,weekday_b,gospel,Matthew 9.18-26,"While Jesus was speaking to the disciples of John the Baptist,",weekday_direct,100,549
matthew 9:27-31,weekday_a,gospel,Matthew 9.27-31,As Jesus went on from his own village,weekday_direct,100,17
matthew 9:32-38,weekday_b,gospel,Matthew 9.32-38,"As Jesus was walking along, a demoniac who was mute was brought to him.",weekday_direct,100,131
matthew 9:32-38,weekday_b,gospel,Matthew 9.32-38,"As Jesus was walking along, a demoniac who was mute was brought to him.",weekday_direct,100,551
matthew 9:35 - 10.1,weekday_b,gospel,Matthew 9.35 - 10.1,"Jesus went about all the cities and villages,",weekday_direct,100,887
"matthew 9:35 - 10.1, 5a, 6-8",weekday_a,gospel,"Matthew 9.35 - 10.1, 5a, 6-8","Jesus went about all the cities and villages,",weekday_direct,100,19
matthew 9:35-38,weekday_a,gospel,Matthew 9.35-38,"Jesus went about all the cities and villages,",weekday_direct,100,686
matthew 9:35-38,weekday_b,gospel,Matthew 9.35-38,"Jesus went about all the cities and villages,",weekday_direct,100,846
matthew 9:36-10:8,sunday,gospel,Mt 9:36-10:8,"AT the sight of the crowds, Jesus' heart was moved with pity for them",sunday_column_right,100,159
matthew 9:9-13,weekday_b,gospel,Matthew 9.9-13,"As Jesus was walking along,",weekday_direct,100,123
matthew 9:9-13,weekday_b,gospel,Matthew 9.9-13,"As Jesus was walking along,",weekday_direct,100,545
matthew 9:9-13,weekday_b,gospel,Matthew 9.9-13,"As Jesus was walking along,",weekday_direct,100,917
matthew 9:9-13,sunday,gospel,Mt 9:9-13,"AS Jesus passed on from there,",sunday_column_right,100,156
matthew matthew 4:4b,sunday,gospel,Mt Matthew 4:4b,"THE Spirit drove Jesus out into the desert,",sunday_column_right,100,46
micah 2:1-5,weekday_b,first_reading,Micah 2.1-5,The Lord spoke to all the people these words: Alas for those who devise wickedness,weekday_direct,100,572
micah 5:1-4a,sunday,first_reading,Mi 5:1-4a,"THUS says the LORD: You, Bethlehem-Ephrathah",sunday_column_left,100,26
"micah 6:1-4, 6-8",weekday_b,first_reading,"Micah 6.1-4, 6-8",Hear what the Lord says:,weekday_direct,100,574
"micah 7:14-15, 18-20",weekday_a,first_reading,"Micah 7.14-15, 18-20","Micah prayed to the Lord in these words: ""Shepherd your people with your staff,",weekday_direct,100,415
"micah 7:14-15, 18-20",weekday_b,first_reading,"Micah 7.14-15, 18-20","Shepherd your people with your staff,",weekday_direct,100,576
micah 7:7-9,weekday_a,first_reading,Micah 7.7-9,"As for me, I will look to the Lord,",weekday_direct,100,440
"nahum 1:15c; 2.2; 3.1-3, 6-7",weekday_b,first_reading,"Nahum 1.15c; 2.2; 3.1-3, 6-7",Look!,weekday_direct,100,613
nehemiah 2:1-8,weekday_b,first_reading,Nehemiah 2.1-8,"In the month of Nisan, in the twentieth year of King Artaxerxes,",weekday_direct,100,307
"nehemiah 8:1-4a, 5-6, 7b-12",weekday_b,first_reading,"Nehemiah 8.1-4a, 5-6, 7b-12",All the people gathered together into the square before the Water Gate.,weekday_direct,100,309
"nehemiah 8:2-4a, 5-6, 8-10",sunday,first_reading,"Neh 8:2-4a, 5-6, 8-10","EZRA the priest brought the law before the assembly, which consisted of men, women,",sunday_column_left,100,137
numbers 11:25-29,sunday,first_reading,Nm 11:25-29,"THE LORD came down in the cloud and spoke to Moses. Taking some of the spirit that was on Moses,",sunday_column_left,100,206
numbers 11:4b-15,weekday_b,first_reading,Numbers 11.4b-15,"As the Israelites marched through the wilderness, they complained. The people wept and said, ""If only we had meat to eat!",weekday_direct,100,189
numbers 12:1-13,weekday_b,first_reading,Numbers 12.1-13,"While they were at Hazeroth,",weekday_direct,100,193
"numbers 13:1-2, 25-33; 14.1-2b, 26-29, 34-35",weekday_b,first_reading,"Numbers 13.1-2, 25-33; 14.1-2b, 26-29, 34-35++","One day the Lord spoke to Moses in the desert,",weekday_direct,100,196
numbers 20:1-13,weekday_b,first_reading,Numbers 20.1-13,"The Israelites, the whole congregation,",weekday_direct,100,199
numbers 21:4-9,weekday_a,first_reading,Numbers 21.4-9,"From Mount Hor the Israelites set out by the way to the Red Sea,",weekday_direct,100,476
numbers 21:4-9,weekday_b,first_reading,Numbers 21.4-9,"As they journeyed across the desert,",weekday_direct,100,911
numbers 21:4b-9,sunday,first_reading,Nm 21:4b-9,"WITH their patience worn out by the journey, the people complained against God and Moses,",sunday_column_left,100,257
"numbers 24:2-7, 15-17a",weekday_a,first_reading,"Numbers 24.2-7, 15-17a",Balaam looked up and saw Israel camping tribe by tribe.,weekday_direct,100,33
numbers 6:22-27,sunday,first_reading,Nm 6:22-27,"THE LORD said to Moses: ""Speak to Aaron and his sons and tell them:",sunday_column_left,100,232
philemon 7-20,weekday_b,first_reading,Philemon 7-20,"I have indeed received much joy and encouragement from your love,",weekday_direct,100,797
"philemon 9-10, 12-17",sunday,second_reading,"Phlm 9-10, 12-17","I, PAUL, an old man, and now also a prisoner for Christ Jesus,",sunday_column_left,100,197
philippians 1:1-11,weekday_b,first_reading,Philippians 1.1-11,"From Paul and Timothy, servants of Christ Jesus:",weekday_direct,100,773
philippians 1:18b-26,weekday_b,first_reading,Philippians 1.18b-26,"My brothers and sisters, what matters is this:",weekday_direct,100,775
"philippians 1:20c-24, 27a",sunday,second_reading,"Phil 1:20c-24, 27a","Christ will be magnified in my body, whether by life or by death. For to me life is Christ, and death is gain.",sunday_column_left,100,202
philippians 2:1-11 or 2:1-5,sunday,second_reading,Phil 2:1-11 or 2:1-5,[ Shorter form in brackets. ] [ BROTHERS and sisters:,sunday_column_left,100,205
philippians 2:1-4,weekday_b,first_reading,Philippians 2.1-4,"Brothers and sisters, if there is any encouragement in Christ,",weekday_direct,100,778
philippians 2:12-18,weekday_b,first_reading,Philippians 2.12-18,"My beloved,",weekday_direct,100,782
philippians 2:5-11,weekday_b,first_reading,Philippians 2.5-11,"Let the same mind be in you that was in Christ Jesus,",weekday_direct,100,779
philippians 2:6-11,sunday,second_reading,Phil 2:6-11,"CHRIST Jesus, though he was in the form of God, did not regard equality with God",sunday_column_left,100,66
philippians 2:6-11,sunday,second_reading,Phil 2:6-11,"CHRIST Jesus, though he was in the form of God, did not regard equality with God",sunday_column_left,100,70
philippians 2:6-11,sunday,second_reading,Phil 2:6-11,"CHRIST Jesus, though he was in the form of God, did not regard equality with God",sunday_column_left,100,74
philippians 2:6-11,sunday,second_reading,Phil 2:6-11,"Christ Jesus, though he was in the form of God, did not regard equality with God something to be grasped.",sunday_column_left,100,257
philippians 3:17 - 4.1,weekday_b,first_reading,Philippians 3.17 – 4.1,"Brothers and sisters,",weekday_direct,100,933
philippians 3:17-21; 4.1,weekday_b,first_reading,Philippians 3.17-21; 4.1,"Brothers and sisters,",weekday_direct,100,786
philippians 3:3-8a,weekday_b,first_reading,Philippians 3.3-8a++,"My brothers and sisters, It is we who are the circumcision,",weekday_direct,100,784
philippians 3:8-14,sunday,second_reading,Phil 3:8-14,I consider everything as a loss because of the supreme good of knowing Christ Jesus my Lord.,sunday_column_left,100,65
philippians 4:10-19,weekday_b,first_reading,Philippians 4.10-19,I rejoice in the Lord greatly,weekday_direct,100,788
"philippians 4:12-14, 19-20",sunday,second_reading,"Phil 4:12-14, 19-20",I know how to live in humble circumstances; I know also how to live with abundance.,sunday_column_left,100,211
philippians 4:4-7,sunday,second_reading,Phil 4:4-7,Rejoice in the Lord always. I shall say it again: rejoice!,sunday_column_left,100,23
philippians 4:6-9,sunday,second_reading,Phil 4:6-9,"Have no anxiety at all, but in everything, by prayer and petition, with thanksgiving,",sunday_column_right,100,208
"proverbs 21:1-6, 10-13",weekday_b,first_reading,"Proverbs 21.1-6, 10-13",The king's heart is a stream of water in the hand of the Lord;,weekday_direct,100,705
proverbs 30:5-9,weekday_b,first_reading,Proverbs 30.5-9,Every word of God proves true;,weekday_direct,100,707
"proverbs 31:10-13, 19-20, 30-31",sunday,first_reading,"Prv 31:10-13, 19-20, 30-31","WHEN one finds a worthy wife, her value is far beyond pearls.",sunday_column_left,100,226
proverbs 3:27-34,weekday_b,first_reading,Proverbs 3.27-34,"My child, do not withhold good from those to whom it is due,",weekday_direct,100,704
proverbs 8:22-31,sunday,first_reading,Prv 8:22-31,"THUS says the wisdom of God: ""The LORD possessed me, the beginning of his ways,",sunday_column_left,100,238
proverbs 9:1-6,sunday,first_reading,Prv 9:1-6,"WISDOM has built her house, she has set up her seven columns;",sunday_column_left,100,187
revelation 10:8-11,weekday_b,first_reading,Revelation 10.8-11,Then the voice that I had heard from heaven,weekday_direct,100,815
"revelation 11:19a; 12.1-6, 10ab",weekday_b,first_reading,"Revelation 11.19a; 12.1-6, 10ab","God's temple in heaven was opened,",weekday_direct,100,897
"revelation 11:19a; 12:1-6a, 10ab",sunday,first_reading,"Rev 11:19a; 12:1-6a, 10ab","GOD'S temple in heaven was opened, and the ark of his covenant could be seen in the temple.",sunday_column_left,100,256
revelation 11:4-12,weekday_b,first_reading,Revelation 11.4-12,"In my vision, I saw the two witnesses of the Lord, who had been given authority to prophesy. These are the two olive trees and the two lampstands",weekday_direct,100,816
revelation 12:7-12a,weekday_b,first_reading,Revelation 12.7-12a,In my vision war broke out in heaven;,weekday_direct,100,921
"revelation 14:1-3, 4b-5",weekday_b,first_reading,"Revelation 14.1-3, 4b-5","In my vision I looked,",weekday_direct,100,819
revelation 14:14-19,weekday_b,first_reading,Revelation 14.14-19,"In my vision I looked, and there was a white cloud,",weekday_direct,100,820
revelation 15:1-4,weekday_b,first_reading,Revelation 15.1-4,"In my vision, I, John, saw another portent in heaven,",weekday_direct,100,823
"revelation 18:1-2, 21-23, 19.1-3, 9a",weekday_b,first_reading,"Revelation 18.1-2, 21-23, 19.1-3, 9a","In my vision, I saw another angel coming down from heaven,",weekday_direct,100,825
revelation 1:1-4; 2.1-5a,weekday_b,first_reading,Revelation 1.1-4; 2.1-5a,"The revelation of Jesus Christ,",weekday_direct,100,804
revelation 1:5-8,sunday,second_reading,Rev 1:5-8,"JESUS Christ is the faithful witness, the firstborn of the dead and ruler of the kings of the earth.",sunday_column_left,100,230
"revelation 1:9-11a, 12-13, 17-19",sunday,second_reading,"Rev 1:9-11a, 12-13, 17-19","I, JOHN, your brother, who share with you the distress, the kingdom, and the endurance we have in Jesus,",sunday_column_left,100,94
"revelation 20:1-4, 11-15; 21.1-2",weekday_b,first_reading,"Revelation 20.1-4, 11-15; 21.1-2","Then in my vision I saw an angel coming down from heaven,",weekday_direct,100,828
revelation 21:1-5a,sunday,second_reading,Rev 21:1-5a,"THEN I, John, saw a new heaven and a new earth. The former heaven and the former earth had passed away,",sunday_column_left,100,103
"revelation 21:10-14, 22-23",sunday,second_reading,"Rev 21:10-14, 22-23","THE angel took me in spirit to a great, high mountain and showed me the holy city Jerusalem",sunday_column_right,100,106
revelation 21:9b-14,weekday_b,first_reading,Revelation 21.9b-14,One of the seven angels,weekday_direct,100,902
revelation 22:1-7,weekday_b,first_reading,Revelation 22.1-7,"Then in my vision the angel showed me the river of the water of life,",weekday_direct,100,830
"revelation 22:12-14, 16-17, 20",sunday,second_reading,"Rev 22:12-14, 16-17, 20","I, JOHN, heard a voice saying to me: ""Behold, I am coming soon.",sunday_column_left,100,112
revelation 2:8-11,weekday_a,first_reading,Revelation 2.8-11,"I, John, heard a voice saying: ""To the angel of the church in Smyrna write:",weekday_direct,100,649
"revelation 3:1-6, 14-22",weekday_b,first_reading,"Revelation 3.1-6, 14-22","In my vision I, John, heard the voice of the Lord, saying, ""And to the angel of the church in Sardis write:",weekday_direct,100,806
revelation 4:1-11,weekday_b,first_reading,Revelation 4.1-11,"In my vision I looked, and there in heaven, a door stood open!",weekday_direct,100,809
revelation 5:1-10,weekday_b,first_reading,Revelation 5.1-10,"In my vision, I, John saw in the right hand of the one seated on the throne",weekday_direct,100,812
revelation 5:11-14,sunday,second_reading,Rev 5:11-14,"I, JOHN, looked and heard the voices of many angels who surrounded the throne",sunday_column_left,100,97
"revelation 7:2-4, 9-14",weekday_b,first_reading,"Revelation 7.2-4, 9-14","In my vision I, John, saw an angel",weekday_direct,100,940
"revelation 7:2-4, 9-14",sunday,first_reading,"Rev 7:2-4, 9-14","I, JOHN, saw another angel come up from the East, holding the seal of the living God.",sunday_column_left,100,258
revelation 7:9-17,weekday_b,first_reading,Revelation 7.9-17,"In my vision, I, John, looked,",weekday_direct,100,918
romans 10:8-13,sunday,second_reading,Rom 10:8-13,What does Scripture say?,sunday_column_left,100,47
romans 10:9-18,weekday_a,first_reading,Romans 10.9-18,If you confess with your lips that Jesus is Lord,weekday_direct,100,609
romans 10:9-18,weekday_b,first_reading,Romans 10.9-18,If you confess with your lips that Jesus is Lord,weekday_direct,100,953
"romans 11:1-2a, 11-12, 25-29",weekday_b,first_reading,"Romans 11.1-2a, 11-12, 25-29","Beloved, I ask, has God rejected his people?",weekday_direct,100,368
"romans 11:13-15, 29-32",sunday,second_reading,"Rom 11:13-15, 29-32","I am speaking to you Gentiles. Inasmuch as I am the apostle to the Gentiles,",sunday_column_left,100,186
romans 11:29-36,weekday_b,first_reading,Romans 11.29-36,The gifts and the calling of God are irrevocable.,weekday_direct,100,371
romans 11:33-36,sunday,second_reading,Rom 11:33-36,"OH, the depth of the riches and wisdom and knowledge of God! How inscrutable are his judgments and how unsearchable his ways!",sunday_column_left,100,189
romans 12:1-2,sunday,second_reading,Rom 12:1-2,"I URGE you, brothers and sisters, by the mercies of God, to offer your bodies as a living sacrifice,",sunday_column_left,100,192
romans 12:5-16a,weekday_b,first_reading,Romans 12.5-16a,"We, who are many, are one body in Christ,",weekday_direct,100,372
romans 13:8-10,weekday_b,first_reading,Romans 13.8-10,"Brothers and sisters: Owe no one anything, except to love one another;",weekday_direct,100,375
romans 13:8-10,sunday,second_reading,Rom 13:8-10,"Owe nothing to anyone, except to love one another; for the one who loves another has fulfilled the law.",sunday_column_left,100,195
romans 14:7-12,weekday_b,first_reading,Romans 14.7-12,"My brothers and sisters, we do not live to ourselves,",weekday_direct,100,377
romans 14:7-9,sunday,second_reading,Rom 14:7-9,"None of us lives for oneself, and no one dies for oneself. For if we live, we live for the Lord,",sunday_column_left,100,198
romans 15:14-21,weekday_b,first_reading,Romans 15.14-21,"I myself feel confident about you, my brothers and sisters,",weekday_direct,100,379
"romans 16:3-9, 16, 22-27",weekday_b,first_reading,"Romans 16.3-9, 16, 22-27","Greet Prisca and Aquila, who work with me in Christ Jesus,",weekday_direct,100,381
romans 1:1-7,weekday_b,first_reading,Romans 1.1-7,"From Paul, a servant of Jesus Christ,",weekday_direct,100,332
romans 1:16-25,weekday_b,first_reading,Romans 1.16-25,I am not ashamed of the gospel;,weekday_direct,100,334
romans 2:1-11,weekday_b,first_reading,Romans 2.1-11,"You have no excuse, whoever you are,",weekday_direct,100,336
"romans 3:21-25, 28",sunday,second_reading,"Rom 3:21-25, 28","BROTHERS and sisters, Now the righteousness of God has been manifested apart from the law,",sunday_column_left,100,153
romans 3:21-30,weekday_b,first_reading,Romans 3.21-30,"Now, apart from law,",weekday_direct,100,338
romans 4:1-8,weekday_b,first_reading,Romans 4.1-8,"What are we to say was gained by Abraham,",weekday_direct,100,340
"romans 4:13, 16-18",weekday_b,first_reading,"Romans 4.13, 16-18",The promise that he would inherit the world,weekday_direct,100,342
"romans 4:13, 16-18, 22",sunday,second_reading,"Rom 4:13, 16-18, 22",It was not through the law that the promise was made to Abraham and his descendants,sunday_column_left,100,234
romans 4:18-25,sunday,second_reading,Rom 4:18-25,"Abraham believed, hoping against hope, that he would become ""the father of many nations,""",sunday_column_left,100,156
romans 4:20-25,weekday_b,first_reading,Romans 4.20-25,"No distrust made Abraham waver concerning the promise of God,",weekday_direct,100,345
