normalized_ref,source_file,reading_type,raw_ref,candidate_line,method,confidence,page
"hebrews 12:4-7, 11-15",weekday_a,first_reading,"Hebrews 12.4-7, 11-15","Beloved, in your struggle against sin",weekday_direct,100,156
"hebrews 12:5-7, 11-13",sunday,second_reading,"Heb 12:5-7, 11-13","BROTHERS and sisters, You have forgotten the exhortation addressed to you as children:",sunday_column_left,100,191
hebrews 13:1-8,weekday_a,first_reading,Hebrews 13.1-8,"Beloved, let mutual love continue.",weekday_direct,100,160
"hebrews 13:15-17, 20-21",weekday_a,first_reading,"Hebrews 13.15-17, 20-21","Through Jesus Christ,",weekday_direct,100,163
hebrews 1:1-6,weekday_a,first_reading,Hebrews 1.1-6,Long ago God spoke to our ancestors,weekday_direct,100,110
hebrews 1:1-6,sunday,second_reading,Heb 1:1-6,"In times past, God spoke in partial and various ways to our ancestors through the prophets;",sunday_column_left,100,33
hebrews 1:2-3; 2:2-4,sunday,first_reading,Heb 1:2-3; 2:2-4,"HOW long, O LORD? I cry for help but you do not listen!",sunday_column_left,100,210
hebrews 2:14-18,weekday_a,first_reading,Hebrews 2.14-18,"Since the children share flesh and blood,",weekday_direct,100,114
hebrews 2:14-18,sunday,second_reading,Heb 2:14-18,"SINCE the children share in blood and flesh, Jesus likewise shared in them,",sunday_column_left,100,233
hebrews 2:5-12,weekday_a,first_reading,Hebrews 2.5-12,"God did not subject the coming world,",weekday_direct,100,112
hebrews 2:9-11,sunday,second_reading,Heb 2:9-11,"He ""for a little while"" was made ""lower than the angels, "" that by the grace of God he might taste death for everyone.",sunday_column_left,100,209
hebrews 3:7-14,weekday_a,first_reading,Hebrews 3.7-14,"The Holy Spirit says,",weekday_direct,100,116
"hebrews 4:1-5, 11",weekday_a,first_reading,"Hebrews 4.1-5, 11","Beloved: While the promise of entering God's rest is still open,",weekday_direct,100,118
hebrews 4:12-13,sunday,second_reading,Heb 4:12-13,"Indeed the word of God is living and effective, sharper than any two-edged sword,",sunday_column_left,100,212
hebrews 4:12-16,weekday_a,first_reading,Hebrews 4.12-16,"The word of God is living and active,",weekday_direct,100,120
hebrews 4:14-16,sunday,second_reading,Heb 4:14-16,"Since we have a great high priest who has passed through the heavens, Jesus, the Son of God,",sunday_column_left,100,215
hebrews 4:14-16; 5:7-9,sunday,second_reading,Heb 4:14-16; 5:7-9,"Since we have a great high priest who has passed through the heavens, Jesus, the Son of God,",sunday_column_right,100,79
hebrews 5:1-10,weekday_a,first_reading,Hebrews 5.1-10,Every high priest chosen from among mortals,weekday_direct,100,123
hebrews 5:1-6,sunday,second_reading,Heb 5:1-6,"Every high priest is taken from among men and made their representative before God,",sunday_column_left,100,218
hebrews 5:7-9,weekday_b,first_reading,Hebrews 5.7-9,"In the days of his flesh,",weekday_direct,100,913
hebrews 5:7-9,sunday,second_reading,Heb 5:7-9,"IN the days when Christ Jesus was in the flesh, he offered prayers and supplications with loud cries and tears",sunday_column_left,100,64
hebrews 6:10-20,weekday_a,first_reading,Hebrews 6.10-20,"Brothers and sisters, God is not unjust;",weekday_direct,100,125
"hebrews 7:1-3, 15-17",weekday_a,first_reading,"Hebrews 7.1-3, 15-17","King Melchizedek of Salem, priest of the Most High God,",weekday_direct,100,127
hebrews 7:23-28,sunday,second_reading,Heb 7:23-28,"The levitical priests were many because they were prevented by death from remaining in office,",sunday_column_left,100,221
hebrews 7:25 - 8.6,weekday_a,first_reading,Hebrews 7.25 - 8.6,"Jesus, because he continues forever,",weekday_direct,100,129
hebrews 8:6-13,weekday_a,first_reading,Hebrews 8.6-13,Jesus has now obtained a more excellent ministry,weekday_direct,100,131
hebrews 9:11-15,sunday,second_reading,Heb 9:11-15,"When Christ came as high priest of the good things that have come to be,",sunday_column_left,100,241
"hebrews 9:15, 24-28",weekday_a,first_reading,"Hebrews 9.15, 24-28",Christ offered himself without blemish to God.,weekday_direct,100,136
"hebrews 9:2-3, 11-14",weekday_a,first_reading,"Hebrews 9.2-3, 11-14",The first covenant had an earthly sanctuary.,weekday_direct,100,133
hebrews 9:24-28,sunday,second_reading,Heb 9:24-28,"CHRIST did not enter into a sanctuary made by hands, a copy of the true one, but heaven itself,",sunday_column_left,100,224
"hosea 10:1-3, 7-8, 12",weekday_b,first_reading,"Hosea 10.1-3, 7-8, 12",Israel is a luxuriant vine that yields its fruit.,weekday_direct,100,552
"hosea 11:1, 3-4, 8c-9",sunday,first_reading,"Hos 11:1, 3-4, 8c-9","THUS says the LORD: When Israel was a child I loved him,",sunday_column_left,100,246
"hosea 11:1, 3-5b, 8c-9",weekday_b,first_reading,"Hosea 11.1, 3-5b, 8c-9","Thus says the Lord: When Israel was a child, I loved him,",weekday_direct,100,554
hosea 14:1-9,weekday_a,first_reading,Hosea 14.1-9,"Thus says the Lord: Return, O Israel, to the Lord your God,",weekday_direct,100,435
hosea 14:1-9,weekday_b,first_reading,Hosea 14.1-9,"Thus says the Lord: Return, O Israel, to the Lord your God,",weekday_direct,100,556
"hosea 2:14, 15b-16, 19-20",weekday_b,first_reading,"Hosea 2.14, 15b-16, 19-20","Thus says the Lord concerning Israel, his people: I will allure her,",weekday_direct,100,548
"hosea 2:16b, 17b, 21-22",sunday,first_reading,"Hos 2:16b, 17b, 21-22",THUS says the Lord: I will lead her into the desert,sunday_column_left,100,151
hosea 5:15b - 6.6,weekday_a,first_reading,Hosea 5.15b - 6.6++,"The Lord says: when Ephraim and Judah acknowledge their guilt and seek my face, then they shall cry out to me. In their distress they will beg my favour:",weekday_direct,100,438
hosea 6:3-6,sunday,first_reading,Hos 6:3-6,"IN their affliction, people will say: ""Let us know, let us strive to know the Lord;",sunday_column_left,100,156
"hosea 8:4-7, 11-13",weekday_b,first_reading,"Hosea 8.4-7, 11-13","Thus says the Lord: They made kings, but not through me;",weekday_direct,100,550
"isaiah 10:5-7, 13-16",weekday_b,first_reading,"Isaiah 10.5-7, 13-16","Thus says the Lord: Ah, Assyria, the rod of my anger",weekday_direct,100,565
isaiah 11:1-10,weekday_a,first_reading,Isaiah 11.1-10,"A shoot shall come out from the stump of Jesse,",weekday_direct,100,9
isaiah 11:1-10,sunday,first_reading,Is 11:1-10,"ON that day, a shoot shall sprout from the stump of Jesse, and from his roots a bud shall blossom.",sunday_column_left,100,18
"isaiah 1:10, 16-20, 27-28, 31",weekday_a,first_reading,"Isaiah 1.10, 16-20, 27-28, 31++","The vision of Isaiah, son of Amoz, concerning Judah and Jerusalem. Hear the word of the Lord, you rulers of Sodom!",weekday_direct,100,405
isaiah 1:10-17,weekday_b,first_reading,Isaiah 1.10-17,"The vision of Isaiah son of Amoz, which he saw concerning Judah and Jerusalem. Hear the word of the Lord,",weekday_direct,100,561
isaiah 22:19-23,sunday,first_reading,Is 22:19-23,"THUS says the Lord to Shebna, master of the palace: ""I will thrust you from your office",sunday_column_left,100,189
isaiah 25:6-10a,weekday_a,first_reading,Isaiah 25.6-10a,On this mountain the Lord of hosts will make for all peoples,weekday_direct,100,11
isaiah 25:6-10a,sunday,first_reading,Is 25:6-10a,ON this mountain the LORD of hosts will provide for all peoples,sunday_column_left,100,211
isaiah 26:1-6,weekday_a,first_reading,Isaiah 26.1-6,On that day this song will be sung in the land of Judah:,weekday_direct,100,13
"isaiah 26:7-9, 12, 16-19",weekday_b,first_reading,"Isaiah 26.7-9, 12, 16-19",The way of the righteous is level;,weekday_direct,100,567
isaiah 29:17-24,weekday_a,first_reading,Isaiah 29.17-24,"The Lord God says this: ""Shall not Lebanon, in a very little while,",weekday_direct,100,15
isaiah 2:1-5,sunday,first_reading,Is 2:1-5,"THIS is what Isaiah, son of Amoz, saw concerning Judah and Jerusalem.",sunday_column_left,100,15
"isaiah 30:19-21, 13-26",weekday_a,first_reading,"Isaiah 30.19-21, 13-26","Thus says the Lord God, the Holy One of Israel: Truly, O people in Zion,",weekday_direct,100,17
isaiah 35:1-10,weekday_a,first_reading,Isaiah 35.1-10,"The wilderness and the dry land shall be glad,",weekday_direct,100,20
"isaiah 35:1-6a, 10",sunday,first_reading,"Is 35:1-6a, 10",THE desert and the parched land will exult; the steppe will rejoice and bloom.,sunday_column_left,100,21
isaiah 35:4-7a,sunday,first_reading,Is 35:4-7a,THUS says the LORD: Say to those whose hearts are frightened:,sunday_column_left,100,196
"isaiah 38:1-6, 21-22, 7-8",weekday_b,first_reading,"Isaiah 38.1-6, 21-22, 7-8",In those days Hezekiah became sick and was at the point of death.,weekday_direct,100,569
isaiah 40:1-11,weekday_a,first_reading,Isaiah 40.1-11,"Comfort, O comfort my people,"" says your God.",weekday_direct,100,23
"isaiah 40:1-5, 9-11",sunday,first_reading,"Is 40:1-5, 9-11","COMFORT, give comfort to my people, says your God.",sunday_column_left,100,19
"isaiah 40:1-5, 9-11",sunday,first_reading,"Is 40:1-5, 9-11","COMFORT, give comfort to my people, says your God.",sunday_column_left,100,43
isaiah 40:25-31,weekday_a,first_reading,Isaiah 40.25-31,"To whom then will you compare me,",weekday_direct,100,25
isaiah 41:13-20,weekday_a,first_reading,Isaiah 41.13-20,"Thus says the Lord: ""I, the Lord your God,",weekday_direct,100,27
"isaiah 42:1-4, 6-7",sunday,first_reading,"Is 42:1-4, 6-7","THUS says the LORD: Here is my servant whom I uphold,",sunday_column_left,100,41
isaiah 42:1-7,weekday_a,first_reading,Isaiah 42.1-7,"Thus says the Lord: Here is my servant, whom I uphold,",weekday_direct,100,490
isaiah 43:16-21,sunday,first_reading,Is 43:16-21,"THUS says the LORD, who opens a way in the sea",sunday_column_left,100,65
"isaiah 43:18-19, 21-22, 24b-25",sunday,first_reading,"Is 43:18-19, 21-22, 24b-25","THUS says the LORD: Remember not the events of the past,",sunday_column_left,100,148
"isaiah 45:1, 4-6",sunday,first_reading,"Is 45:1, 4-6","THUS says the LORD to his anointed, Cyrus, whose right hand I grasp,",sunday_column_left,100,214
"isaiah 45:6b-8, 18, 21b-25",weekday_a,first_reading,"Isaiah 45.6b-8, 18, 21b-25","Thus says the Lord: ""I am the Lord, and there is no other.",weekday_direct,100,37
isaiah 48:17-19,weekday_a,first_reading,Isaiah 48.17-19,"Thus says the Lord, your Redeemer, the Holy One of Israel:",weekday_direct,100,29
isaiah 49:1-6,weekday_a,first_reading,Isaiah 49.1-6,"Listen to me, O coastlands,",weekday_direct,100,492
isaiah 49:1-6,weekday_b,first_reading,Isaiah 49.1-6,"Listen to me, O coastlands,",weekday_direct,100,863
isaiah 49:1-6,sunday,first_reading,Is 49:1-6,"HEAR me, O coastlands, listen, O distant peoples.",sunday_column_left,100,249
isaiah 49:14-15,sunday,first_reading,Is 49:14-15,"ZION said, ""The Lord has forsaken me; my Lord has forgotten me.""",sunday_column_left,100,150
"isaiah 49:3, 5-6",sunday,first_reading,"Is 49:3, 5-6","THE LORD said to me: You are my servant, Israel, through whom I show my glory.",sunday_column_left,100,132
isaiah 49:8-15,weekday_a,first_reading,Isaiah 49.8-15,"Thus says the Lord to his servant: In a time of favour I have answered you,",weekday_direct,100,450
isaiah 50:4-7,sunday,first_reading,Is 50:4-7,"THE Lord GOD has given me a well-trained tongue,",sunday_column_left,100,66
isaiah 50:4-7,sunday,first_reading,Is 50:4-7,"THE Lord GOD has given me a well-trained tongue,",sunday_column_left,100,70
isaiah 50:4-7,sunday,first_reading,Is 50:4-7,"THE Lord GOD has given me a well-trained tongue,",sunday_column_left,100,74
isaiah 50:4-9a,weekday_a,first_reading,Isaiah 50.4-9a,"The servant of the Lord said: The Lord God has given me the tongue of a teacher,",weekday_direct,100,495
isaiah 50:5-9a,sunday,first_reading,Is 50:5-9a,"THE Lord GOD opens my ear that I may hear; and I have not rebelled,",sunday_column_left,100,199
isaiah 52:13-53:12,sunday,first_reading,Is 52:13-53:12,"SEE, my servant shall prosper, he shall be raised high and greatly exalted.",sunday_column_left,100,79
isaiah 52:7-10,sunday,first_reading,Is 52:7-10,"HOW beautiful upon the mountains are the feet of him who brings glad tidings,",sunday_column_left,100,33
isaiah 53:10-11,sunday,first_reading,Is 53:10-11,THE LORD was pleased to crush him in infirmity.,sunday_column_left,100,215
isaiah 54:1-10,weekday_a,first_reading,Isaiah 54.1-10,"Thus says the Lord to Jerusalem: ""Sing, O barren one who did not bear;",weekday_direct,100,40
isaiah 55:1-11,sunday,first_reading,Is 55:1-11,"THUS says the LORD: All you who are thirsty,",sunday_column_left,100,42
isaiah 55:1-3,sunday,first_reading,Is 55:1-3,"THUS says the LORD: All you who are thirsty,",sunday_column_left,100,180
isaiah 55:10-11,weekday_a,first_reading,Isaiah 55.10-11,"Thus says the Lord, your God: For as the rain and the snow come down from heaven,",weekday_direct,100,393
isaiah 55:10-11,sunday,first_reading,Is 55:10-11,THUS says the LORD: Just as from the heavens,sunday_column_left,100,171
isaiah 55:6-9,sunday,first_reading,Is 55:6-9,"SEEK the LORD while he may be found, call him while he is near.",sunday_column_left,100,202
"isaiah 56:1, 6-7",sunday,first_reading,"Is 56:1, 6-7","THUS says the LORD: Observe what is right, do what is just;",sunday_column_left,100,186
"isaiah 56:1-3a, 6-8",weekday_a,first_reading,"Isaiah 56.1-3a, 6-8",Thus says the Lord:,weekday_direct,100,43
isaiah 58:1-9a,weekday_a,first_reading,Isaiah 58.1-9a,"Shout out, do not hold back!",weekday_direct,100,383
isaiah 58:6-11,weekday_a,first_reading,Isaiah 58.6-11,The Lord God says this: Is not this the fast that I choose:,weekday_direct,100,623
isaiah 58:7-10,sunday,first_reading,Is 58:7-10,"THUS says the LORD: Share your bread with the hungry,",sunday_column_left,100,141
isaiah 58:9b-14,weekday_a,first_reading,Isaiah 58.9b-14,"Thus says the Lord: If you remove the yoke from among you,",weekday_direct,100,385
isaiah 5:1-7,sunday,first_reading,Is 5:1-7,"LET me now sing of my friend, my friend's song concerning his vineyard.",sunday_column_left,100,208
isaiah 60:1-6,sunday,first_reading,Is 60:1-6,"RISE up in splendor, Jerusalem! Your light has come, the glory of the Lord shines upon you.",sunday_column_left,100,39
"isaiah 61:1-2a, 10-11",sunday,first_reading,"Is 61:1-2a, 10-11","THE spirit of the Lord GOD is upon me, because the LORD has anointed me;",sunday_column_left,100,22
isaiah 61:1-6a,weekday_a,first_reading,Isaiah 61.1-6a,"The servant of the Lord said: The spirit of the Lord God is upon me,",weekday_direct,100,684
isaiah 61:1-6a,weekday_b,first_reading,Isaiah 61.1-6a,"The servant of the Lord said: The spirit of the Lord God is upon me,",weekday_direct,100,843
isaiah 61:9-11,weekday_a,first_reading,Isaiah 61.9-11,"The descendants of the just shall be known among the nations,",weekday_direct,100,692
isaiah 61:9-11,weekday_b,first_reading,Isaiah 61.9-11,"The descendants of the just shall be known among the nations,",weekday_direct,100,852
isaiah 62:1-5,sunday,first_reading,Is 62:1-5,"FOR Zion's sake I will not be silent, for Jerusalem's sake I will not be quiet,",sunday_column_left,100,27
isaiah 62:1-5,sunday,first_reading,Is 62:1-5,"FOR Zion's sake I will not be silent, for Jerusalem's sake I will not be quiet,",sunday_column_left,100,28
isaiah 62:1-5,sunday,first_reading,Is 62:1-5,"FOR Zion's sake I will not be silent, for Jerusalem's sake I will not be quiet,",sunday_column_left,100,30
isaiah 62:1-5,sunday,first_reading,Is 62:1-5,"FOR Zion's sake I will not be silent, for Jerusalem's sake I will not be quiet,",sunday_column_left,100,134
isaiah 62:11-12,sunday,first_reading,Is 62:11-12,"SEE, the LORD proclaims to the ends of the earth:",sunday_column_left,100,32
"isaiah 63:16b-17, 19b; 64:2-7",sunday,first_reading,"Is 63:16b-17, 19b; 64:2-7","YOU, Lord, are our father, our redeemer you are named forever.",sunday_column_left,100,16
isaiah 65:17-21,weekday_a,first_reading,Isaiah 65.17-21,Thus says the Lord: I am about to create new heavens and a new earth;,weekday_direct,100,445
"isaiah 66:10, 12-14c",weekday_a,first_reading,"Isaiah 66.10, 12-14c","Rejoice with Jerusalem, and be glad for her,",weekday_direct,100,644
isaiah 66:10-14c,sunday,first_reading,Is 66:10-14c,"THUS says the LORD: Rejoice with Jerusalem and be glad because of her,",sunday_column_left,100,170
isaiah 66:18-21,sunday,first_reading,Is 66:18-21,"THUS says the LORD: I know their works and their thoughts,",sunday_column_left,100,191
"isaiah 6:1-2a, 3-8",sunday,first_reading,"Is 6:1-2a, 3-8","IN the year King Uzziah died, I saw the Lord seated on a high and lofty throne,",sunday_column_left,100,143
isaiah 6:1-8,weekday_b,first_reading,Isaiah 6.1-8,"In the year that King Uzziah died,",weekday_direct,100,558
isaiah 7:1-9,weekday_b,first_reading,Isaiah 7.1-9,"In the days of Ahazh, king of Judah,",weekday_direct,100,563
isaiah 7:10-14,sunday,first_reading,Is 7:10-14,"THE LORD spoke to Ahaz, saying: Ask for a sign from the LORD, your God;",sunday_column_left,100,24
isaiah 7:10-14; 8.10d,weekday_a,first_reading,Isaiah 7.10-14; 8.10d,"The Lord spoke to Isaiah and said,",weekday_direct,100,54
isaiah 7:10-14; 8.10d,weekday_a,first_reading,Isaiah 7.10-14; 8.10d,"The Lord spoke to Ahaz, saying,",weekday_direct,100,656
isaiah 7:10-14; 8:10,sunday,first_reading,Is 7:10-14; 8:10,"THE LORD spoke to Ahaz, saying: Ask for a sign from the LORD, your God;",sunday_column_left,100,235
isaiah 8:23-9:3,sunday,first_reading,Is 8:23-9:3,FIRST the Lord degraded the land of Zebulun and the land of Naphtali;,sunday_column_left,100,135
isaiah 9:1-6,sunday,first_reading,Is 9:1-6,THE people who walked in darkness have seen a great light;,sunday_column_left,100,31
"isaiah 9:2a-4, 6-7",weekday_a,first_reading,"Isaiah 9.2a-4, 6-7",The people who walked in darkness,weekday_direct,100,665
james 1:1-11,weekday_a,first_reading,James 1.1-11,"From James,",weekday_direct,100,321
james 1:1-11,weekday_b,first_reading,James 1.1-11,"From James,",weekday_direct,100,436
james 1:12-18,weekday_a,first_reading,James 1.12-18,Blessed is anyone who endures temptation.,weekday_direct,100,323
james 1:12-18,weekday_b,first_reading,James 1.12-18,Blessed is anyone who endures temptation.,weekday_direct,100,438
"james 1:17-18, 21b-22, 27",sunday,second_reading,"Jas 1:17-18, 21b-22, 27","DEAREST brothers and sisters: All good giving and every perfect gift is from above,",sunday_column_left,100,193
james 1:19-27,weekday_a,first_reading,James 1.19-27,"You must understand this, my beloved:",weekday_direct,100,325
james 1:19-27,weekday_b,first_reading,James 1.19-27,"You must understand this, my beloved:",weekday_direct,100,440
james 2:1-5,sunday,second_reading,Jas 2:1-5,"MY brothers and sisters, show no partiality as you adhere to the faith in our glorious Lord Jesus Christ.",sunday_column_left,100,196
james 2:1-9,weekday_a,first_reading,James 2.1-9,"My brothers and sisters,",weekday_direct,100,327
james 2:1-9,weekday_b,first_reading,James 2.1-9,"My brothers and sisters,",weekday_direct,100,442
james 2:14-18,sunday,second_reading,Jas 2:14-18,"WHAT good is it, my brothers and sisters, if someone says he has faith but does not have works?",sunday_column_left,100,199
"james 2:14-24, 26",weekday_a,first_reading,"James 2.14-24, 26","What good is it, my brothers and sisters,",weekday_direct,100,329
"james 2:14-24, 26",weekday_b,first_reading,"James 2.14-24, 26","What good is it, my brothers and sisters,",weekday_direct,100,444
james 3:1-10,weekday_a,first_reading,James 3.1-10,"Not many of you should become teachers,",weekday_direct,100,331
james 3:1-10,weekday_b,first_reading,James 3.1-10,"Not many of you should become teachers,",weekday_direct,100,446
james 3:13-18,weekday_a,first_reading,James 3.13-18,"Brothers and sisters, who is wise and understanding among you?",weekday_direct,100,334
james 3:13-18,weekday_b,first_reading,James 3.13-18,"Brothers and sisters, who is wise and understanding among you?",weekday_direct,100,449
james 3:16-4:3,sunday,second_reading,Jas 3:16-4:3,"BELOVED: Where jealousy and selfish ambition exist,",sunday_column_left,100,203
james 4:1-10,weekday_a,first_reading,James 4.1-10,"Beloved, those conflicts and disputes among you,",weekday_direct,100,336
james 4:1-10,weekday_b,first_reading,James 4.1-10,"Beloved, those conflicts and disputes among you,",weekday_direct,100,451
james 4:13-17,weekday_a,first_reading,James 4.13-17,"Come now, you who say,",weekday_direct,100,339
james 4:13-17,weekday_b,first_reading,James 4.13-17,"Come now, you who say,",weekday_direct,100,454
james 5:1-6,weekday_a,first_reading,James 5.1-6,"Come now, you rich people,",weekday_direct,100,340
james 5:1-6,weekday_b,first_reading,James 5.1-6,"Come now, you rich people,",weekday_direct,100,455
james 5:1-6,sunday,second_reading,Jas 5:1-6,"COME now, you rich, weep and wail over your impending miseries. Your wealth has rotted away, your clothes have become moth-eaten,",sunday_column_left,100,206
james 5:13-20,weekday_a,first_reading,James 5.13-20,"My brothers and sisters,",weekday_direct,100,345
james 5:13-20,weekday_b,first_reading,James 5.13-20,"My brothers and sisters,",weekday_direct,100,460
james 5:7-10,sunday,second_reading,Jas 5:7-10,"BE patient, brothers and sisters, until the coming of the Lord.",sunday_column_left,100,21
james 5:9-12,weekday_a,first_reading,James 5.9-12,"Beloved,",weekday_direct,100,343
james 5:9-12,weekday_b,first_reading,James 5.9-12,"Beloved,",weekday_direct,100,458
jeremiah 11:18-20,weekday_a,first_reading,Jeremiah 11.18-20,"Jeremiah cried out in anguish: It was the Lord who made it known to me, and I knew;",weekday_direct,100,458
jeremiah 13:1-11,weekday_b,first_reading,Jeremiah 13.1-11,"Thus said the Lord to me,",weekday_direct,100,587
jeremiah 14:17-22,weekday_b,first_reading,Jeremiah 14.17-22,"The Lord said to me, You shall say to the people this word:",weekday_direct,100,589
"jeremiah 15:10, 16-21",weekday_b,first_reading,"Jeremiah 15.10, 16-21","Jeremiah cried out to the Lord: Woe is me, my mother, that you ever bore me,",weekday_direct,100,592
jeremiah 17:5-10,weekday_a,first_reading,Jeremiah 17.5-10,Thus says the Lord:,weekday_direct,100,409
jeremiah 17:5-8,sunday,first_reading,Jer 17:5-8,"THUS says the LORD: Cursed is the one who trusts in human beings,",sunday_column_left,100,146
jeremiah 18:1-6,weekday_b,first_reading,Jeremiah 18.1-6,The word that came to Jeremiah from the Lord:,weekday_direct,100,594
jeremiah 18:18-20,weekday_a,first_reading,Jeremiah 18.18-20,"The enemies of the prophet said: ""Come, let us make plots against Jeremiah",weekday_direct,100,407
"jeremiah 1:1, 4-10",weekday_b,first_reading,"Jeremiah 1.1, 4-10","The words of Jeremiah son of Hilkiah,",weekday_direct,100,578
jeremiah 1:4-10,sunday,first_reading,Jer 1:4-10,"IN the days of King Josiah, the word of the LORD came to me, saying: Before I formed you in the womb I knew you,",sunday_column_left,100,248
"jeremiah 1:4-5, 17-19",sunday,first_reading,"Jer 1:4-5, 17-19","THE word of the LORD came to me, saying: Before I formed you in the womb I knew you,",sunday_column_left,100,140
jeremiah 20:10-13,sunday,first_reading,Jer 20:10-13,"JEREMIAH said: ""I hear the whisperings of many:",sunday_column_left,100,162
"jeremiah 20:7, 10-13",weekday_a,first_reading,"Jeremiah 20.7, 10-13++","In distress Jeremiah raised his voice to the Lord. O Lord, you have enticed me, and I was enticed;",weekday_direct,100,484
jeremiah 20:7-9,sunday,first_reading,Jer 20:7-9,"YOU duped me, O LORD, and I let myself be duped; you were too strong for me, and you triumphed.",sunday_column_left,100,192
jeremiah 23:1-6,sunday,first_reading,Jer 23:1-6,"WOE to the shepherds who mislead and scatter the flock of my pasture,",sunday_column_left,100,175
jeremiah 23:5-8,weekday_a,first_reading,Jeremiah 23.5-8,"The days are surely coming,"" says the Lord,",weekday_direct,100,49
jeremiah 26:1-9,weekday_b,first_reading,Jeremiah 26.1-9,At the beginning of the reign of King Jehoiakim,weekday_direct,100,596
"jeremiah 26:11-16, 24",weekday_b,first_reading,"Jeremiah 26.11-16, 24","After Jeremiah had spoken all that the Lord had commanded, the officials of Judah came from the king's house and took their seat at the New Gate of the house of the Lord. Then the priests and the prophets said to the officials",weekday_direct,100,598
jeremiah 28:1-17,weekday_b,first_reading,Jeremiah 28.1-17,"At the beginning of the reign of King Zedekiah of Judah,",weekday_direct,100,601
"jeremiah 2:1-3, 7-8, 12-13",weekday_b,first_reading,"Jeremiah 2.1-3, 7-8, 12-13","The word of the Lord came to me, saying:",weekday_direct,100,580
"jeremiah 30:1-2, 12-15, 18-22",weekday_b,first_reading,"Jeremiah 30.1-2, 12-15, 18-22",The word that came to Jeremiah from the Lord:,weekday_direct,100,605
jeremiah 31:1-7,weekday_b,first_reading,Jeremiah 31.1-7,"At that time, says the Lord,",weekday_direct,100,609
jeremiah 31:31-34,weekday_b,first_reading,Jeremiah 31.31-34,"The days are surely coming, says the Lord,",weekday_direct,100,611
jeremiah 31:31-34,sunday,first_reading,Jer 31:31-34,"THE days are coming, says the LORD, when I will make a new covenant with the house of Israel",sunday_column_left,100,64
jeremiah 31:7-9,sunday,first_reading,Jer 31:7-9,"THUS says the LORD: Shout with joy for Jacob,",sunday_column_left,100,218
jeremiah 33:14-16,sunday,first_reading,Jer 33:14-16,"THE days are coming, says the Lord, when I will fulfill the promise",sunday_column_left,100,17
"jeremiah 38:4-6, 8-10",sunday,first_reading,"Jer 38:4-6, 8-10","IN those days, the princes said to the king: ""Jeremiah ought to be put to death;",sunday_column_left,100,188
jeremiah 3:14-17,weekday_b,first_reading,Jeremiah 3.14-17,"Return, O faithless children, says the Lord,",weekday_direct,100,582
jeremiah 7:1-11,weekday_b,first_reading,Jeremiah 7.1-11,The word that came to Jeremiah from the Lord:,weekday_direct,100,584
jeremiah 7:23-28,weekday_a,first_reading,Jeremiah 7.23-28,"Thus says the Lord: This command I gave to my people,",weekday_direct,100,433
jo 6:51-58,sunday,gospel,Jo 6:51-58,JESUS said to the Jewish crowds:,sunday_column_left,100,240
"job 19:1, 23-27",weekday_b,first_reading,"Job 19.1, 23-27",Job answered those who reproached him:,weekday_direct,100,943
job 19:21-27,weekday_b,first_reading,Job 19.21-27,"To those who reproached him, Job said: ""Have pity on me, have pity on me, O you my friends,",weekday_direct,100,721
job 1:6-22,weekday_b,first_reading,Job 1.6-22,"One day the heavenly beings came to present themselves before the Lord,",weekday_direct,100,715
"job 38:1, 8-11",sunday,first_reading,"Job 38:1, 8-11","THE Lord addressed Job out of the storm and said: Who shut within doors the sea,",sunday_column_left,100,163
job 38:12-21; 40.3-5,weekday_b,first_reading,Job 38.12-21; 40.3-5,"From the heart of the tempest the Lord answered Job, saying this: ""Have you commanded the morning since your days began,",weekday_direct,100,723
"job 3:1-3, 11-17, 20-23",weekday_b,first_reading,"Job 3.1-3, 11-17, 20-23",Job opened his mouth and cursed the day of his birth.,weekday_direct,100,717
"job 42:1-3, 5-6, 12-13, 15-17",weekday_b,first_reading,"Job 42.1-3, 5-6, 12-13, 15-17++",Job made this response to the words of the Lord:,weekday_direct,100,725
"job 7:1-4, 6-7",sunday,first_reading,"Job 7:1-4, 6-7","JOB spoke, saying: Is not man's life on earth a drudgery?",sunday_column_left,100,142
"job 9:1-12, 14-16",weekday_b,first_reading,"Job 9.1-12, 14-16",To the reproaches of his friends Job answered:,weekday_direct,100,719
joel 2:12-13,sunday,gospel,Joel 2:12-13,JESUS went to the Mount of Olives.,sunday_column_right,100,65
joel 2:12-18,weekday_a,first_reading,Joel 2.12-18,"Even now,"" says the Lord,",weekday_direct,100,378
joel 2:12-18,sunday,first_reading,Jl 2:12-18,"EVEN now, says the LORD, return to me with your whole heart,",sunday_column_left,100,44
joel 3:12-21,weekday_b,first_reading,Joel 3.12-21,"Thus says the Lord: Let the nations rouse themselves,",weekday_direct,100,330
john 10:1-10,weekday_a,gospel,John 10.1-10,"Jesus said to the Pharisees: ""Very truly, I tell you,",weekday_direct,100,548
john 10:1-10,sunday,gospel,Jn 10:1-10,JESUS said:,sunday_column_right,100,98
john 10:11-18,weekday_a,gospel,John 10.11-18,"Jesus said to the Pharisees, ""I am the good shepherd.",weekday_direct,100,549
john 10:11-18,sunday,gospel,Jn 10:11-18,JESUS said:,sunday_column_right,100,99
