Season,Week,Day,Weekday Cycle,Sunday Cycle,Full Reference,Refrain Text,Acclamation Ref,Acclamation Text,Lectionary Number
Christmas,Octave,Saturday,I/II,,"Psalm 113.1-2, 3-4, 5-6, 7-8 (R.7-8)",The Lord will count him among his people.++,See John 15.16,"I have chosen you from the world, says the Lord, to go and bear fruit that will last. MAY 677",302
Christmas,Octave,Saturday,I/II,,"Psalm 96.1-2, 3+10ac, 11+13a (R.3)",Proclaim God’s marvellous deeds to all the nations.,Mark 16.15,Go out to the whole world; proclaim the good news to all creation.,302
Christmas,Octave,Saturday,I/II,,"Psalm 98.1, 2-3ab, 3c-4, 5-6 (R.2b)",The Lord has revealed to the nations his saving power.,"Matthew 28.19a, 20b","Go and teach all people my gospel; I am with you always, until the end of the world. JUNE 693",302
Christmas,Octave,Saturday,I/II,,"Psalm 122.1-2, 3-4, 8-9 (R. see 1)",Let us go rejoicing to the house of the Lord.,,"acclamation is omitted. Within Lent, the Alleluia is not sung or recited; any of the versicles in no. 223 may be used to replace the Alleluia in the gospel acclamation. 70 5 ( 1 ) 2 Chronicles 7.16 I have chosen and sanctified this house, says the Lord, that my name may remain in it for all time.",302
Christmas,Octave,Saturday,I/II,,"Psalm 45.10-11, 13b-14, 15-16 (R.10a)","Listen to me, daughter; see and bend your ear.",,"acclamation is omitted. Within Lent, the Alleluia is not sung; any of the versicles in no. 223 may be used to replace the Alleluia in the gospel acclamation. 71 1 ( 1 ) See Luke 1.28 Hail, Mary, full of grace, the Lord is with you; blessed are you among women.",302
Christmas,Octave,Saturday,I/II,,"Psalm 126.1-2ab, 2bc-3, 4-5, 6 (R.5)",Those who sow in tears shall reap with shouts of joy.,,"mation is omitted. Within Lent, the Alleluia is not sung; any of the versicles in no. 223 may be used to replace the Alleluia in the gospel acclamation. 71 7 ( 1 ) Matthew 5.10 Blessed are those who suffer persecution for justice’s sake; the kingdom of heaven is theirs.",302
Christmas,Octave,Saturday,I/II,,"Psalm 117.1, 2 (R. Mk 16.15)",Go out to all the world and tell the good news.,,"mation is omitted. Within Lent, the Alleluia is not sung; any of the versicles in no. 223 may be used to replace the Alleluia in the gospel acclamation. 72 3 ( 1 ) Matthew 23.9b, 10b You have one Father, your Father in heaven; you have one teacher, the Lord Jesus Christ!",302
Christmas,Octave,Saturday,I/II,,"Psalm 37.3-4, 5-6, 30-31 (R.30a)",The mouths of the just murmur wisdom.,,"mation is omitted. In Lent, the Alleluia is not sung; any of the versicles in no. 223 may be used to replace the Alleluia in the gospel acclamation. 72 9 ( 1 ) Matthew 5.16 Let your light shine before all, that they may see your good works and glorify your Father.",302
Christmas,Octave,Saturday,I/II,,"Psalm 45.10-11, 13b-14, 15-16 (Mt 25.6b)",The bridegroom is here; let us go out to meet Christ the Lord.,,"mation is omitted. In Lent, the Alleluia is not sung; any of the versicles in no. 223 may be used to replace the Alleluia in the gospel acclamation. 73 5 ( 1 ) John 14.23 All who love me will keep my words, and my Father will love them, and we will come to them.",302
Christmas,Octave,Saturday,I/II,,"Psalm 126.1-2ab, 2bc-3, 4-5, 6 (R.5)",Those who sow in tears shall reap with shouts of joy.,,"mation is omitted. Within Lent, the Alleluia is not sung; any of the versicles in no. 223 may be used to replace the Alleluia in the gospel acclamation. 74 1 ( 1 ) Matthew 5.3 Blessed are the poor in spirit; the kingdom of heaven is theirs!",302
