weekday_cycle,source_file,season,reference_status,day,psalm_response,acclamation_ref,first_reading,reading_cycle,sunday_cycle,acclamation_text,week,first_reading_incipit,lectionary_number,gospel,parser_warnings,second_reading,source_page,psalm_reference,gospel_incipit,source_title,second_reading_incipit
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The just will live in the presence of the Lord.,John 8.12,"Gen 13.2, 5-18",,,"I am the light of the world, says the Lord; whoever follows me will have the light of life. TUESDAY 1021",12,"Abram was very rich in livestock, in silver, and in gold.",372,"Matt 7.6, 12-14",,,96,"Ps 15.2-3ab, 3cd-4ab, 5",Jesus said to his disciples,Ordinary Time 12 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,God upholds his city for ever.,John 8.12,"2 Kings 19.9b-11, 14-21, 31-36",,,"I am the light of the world, says the Lord; whoever follows me will have the light of life.",12,"Sennacherib, the king of Assyria",372,"Matt 7.6, 12-14",,,521,"Ps 48.1-2a, 2b-3, 9-10",Jesus said to his disciples,Ordinary Time 12 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The Lord remembers his covenant for ever.,"John 15.4, 5b","Gen 15.1-12, 17-18",,,"Live in me and let me live in you, says the Lord; my branches bear much fruit.",12,The word of the Lord came to Abram in a vision,373,Matt 7.15-20,,,98,"Ps 105.1-2, 3-4, 6-7, 8-9",Jesus said to his disciples,Ordinary Time 12 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"Teach me the way of your decrees, O Lord.","John 15.4, 5b",2 Kings 22.8-13; 23.1-3,,,"Live in me and let me live in you, says the Lord; my branches bear much fruit.",12,The high priest Hilkiah said to Shaphan the secretary,373,Matt 7.15-20,,,523,"Ps 119.33-34, 35-36, 37+40",Jesus said to his disciples,Ordinary Time 12 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,"Give thanks, for the Lord is good.",Matt 11.28,"Gen 23.1-4, 19; 24.1-8, 62-67",,,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",13,Sarah lived one hundred twenty-seven years,381,Matt 9.9-13,,,121,"Ps 106.1b-2, 3-4a, 4b-5",As Jesus was walking along,Ordinary Time 13 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,"No one lives on bread alone,",Matt 11.28,"Amos 8.4-6, 9-12",,,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",13,"Hear this, you that trample on the needy",381,Matt 9.9-13,,,544,"Ps 119.2+10, 20+30, 40+131",As Jesus was walking along,Ordinary Time 13 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,"In you, my God, I place my trust.",2 Timothy 1.10,Gen 28.10-22a,,,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,13,Jacob left Beer-sheba and went toward Haran.,383,Matt 9.18-26,,,127,"Ps 91.1-2, 3-4, 14-15ab",While Jesus was speaking to the disciples of John the Baptist,Ordinary Time 13 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,The Lord is kind and merciful.,2 Timothy 1.10,"Hos 2.14, 15b-16, 19-20",,,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,13,"Thus says the Lord concerning Israel, his people",383,Matt 9.18-26,,,548,"Ps 145.2-3, 4-5, 6-7, 8-9",While Jesus was speaking to the disciples of John the Baptist,Ordinary Time 13 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,Praise the Lord for he is good!,John 10.27,"Gen 27.1-5, 9-10, 15-29",,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",13,When Isaac was old,382,Matt 9.14-17,,,124,"Ps 135.1-2, 3-4, 5-6","The disciples of John the Baptist came to Jesus, saying",Ordinary Time 13 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,The Lord speaks of peace to his people.,John 10.27,Amos 9.11-15,,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",13,Thus says the Lord,382,Matt 9.14-17,,,546,"Ps 85.8, 10-11, 12-13","The disciples of John the Baptist came to Jesus, saying",Ordinary Time 13 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"I will walk in the presence of the Lord,",2 Corinthians 5.19,Gen 22.1-19,,,"God was in Christ, to reconcile the world to himself; the good news of reconciliation he has entrusted to us.",13,God tested Abraham.,380,Matt 9.1-8,,,118,"Ps 116.1-2, 3-4, 5-6, 8-9",After getting into a boat,Ordinary Time 13 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"The judgments of the Lord are true,",2 Corinthians 5.19,Amos 7.10-17,,,"God was in Christ, to reconcile the world to himself; the good news of reconciliation he has entrusted to us.",13,"Amaziah, the priest of Bethel",380,Matt 9.1-8,,,541,"Ps 19.7, 8, 9, 10",After getting into a boat,Ordinary Time 13 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"O Lord, your kindness is before my eyes.",Ps 130.5,Gen 19.15-29,,,"I hope in the Lord, I trust in his word.",13,"During the night, the men of Sodom, both young and old",378,Matt 18.23-27,,,113,"Ps 26.2-3, 9-10, 11-12","Jesus got into a boat, and his disciples followed him.",Ordinary Time 13 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"Lead me in your justice, Lord.",Ps 130.5,Amos 3.1-8; 4.11-12,,,"I hope in the Lord, I trust in his word.",13,Hear this word that the Lord has spoken against you,378,Matt 18.23-27,,,537,"Ps 5.4-5a, 5b-6, 7","Jesus got into a boat, and his disciples followed him.",Ordinary Time 13 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The Lord hears the cry of the poor.,James 1.18,"Gen 21.5, 8-20",,,"The Father gave us birth by his message of truth, that we might be as the firstfruits of his creation.",13,Abraham was a hundred years old when his son Isaac was born to him.,379,Matt 8.28-34,,,115,"Ps 34.6-7, 9-10, 11-12",When Jesus came to the other side of the sea,Ordinary Time 13 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,To the upright I will show the saving power of God.,James 1.18,"Amos 5.14-15, 21-24",,,"The Father gave us birth by his message of truth, that we might be as the firstfruits of his creation.",13,Seek good and not evil,379,Matt 8.28-34,,,539,"Ps 50.1a+7, 8-9, 10-11, 12-13, 16bc-17",When Jesus came to the other side of the sea,Ordinary Time 13 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,The salvation of the just comes from the Lord.,John 13.13a; 14.26b,"Gen 46.1-7, 28-30",,,"When the Spirit of truth comes, he will teach you all truth and bring to your mind all I have told you.",14,Israel set out on his journey with all that he had,387,Matt 10.16-23,,,137,"Ps 37.3-4, 18-19, 27-28, 39-40",Jesus said to his disciples,Ordinary Time 14 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,My mouth will declare your praise.,"John 13.13a, 14.26b",Hos 14.1-9,,,"When the Spirit of truth comes, he will teach you all truth and bring to your mind all I have told you. FRIDAY 1481",14,Thus says the Lord,387,Matt 10.16-23,,,556,"Ps 51.1-2, 6-7, 10-11, 12+15",Jesus said to his disciples,Ordinary Time 14 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,Turn to the Lord in your need and you will live.,1 Peter 4.14,"Gen 49.29-31, 33; 50.15-26",,,"If you are insulted for the name of Christ, blessed are you, for the Spirit of God rests on you.",14,Jacob called his sons and blessed them,388,Matt 10.24-33,,,140,"Ps 105.1-2, 3-4, 6-7",Jesus said to his disciples,Ordinary Time 14 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,The Lord is king; he is robed in majesty.,1 Peter 4.14,Isa 6.1-8,,,"If you are insulted for the name of Christ, blessed are you, for the Spirit of God rests on you. SATURDAY 1483",14,In the year that King Uzziah died,388,Matt 10.24-33,,,558,"Ps 93.1ab, 1c-2, 5",Jesus said to his disciples,Ordinary Time 14 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,Remember the marvels the Lord has done.,Mark 1.15,"Gen 44.18-21, 23b-29; 45.1-5",,,"The kingdom of God is near, repent and believe the good news!",14,"Judah and his brothers, the sons of Jacob",386,Matt 10.7-15,,,134,"Ps 105.16-17, 18-19, 20-21",Jesus said to his disciples,Ordinary Time 14 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"Let us see your face, Lord, and we shall be saved.",Mark 1.15,"Hos 11.1, 3-5b, 8c-9",,,"The kingdom of God is near, repent and believe the good news!",14,Thus says the Lord,386,Matt 10.7-15,,,554,"Ps 80.1-2, 14-15, 18-19",Jesus said to his disciples,Ordinary Time 14 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"In my justice, I shall see your face, O Lord.",John 10.14,Gen 32.22-32,,,"I am the good shepherd, says the Lord; I know my sheep, and mine know me.",14,At night Jacob got up and took his two wives,384,Matt 9.32-38,,,129,"Ps 17.1, 2-3, 6-7, 8+15",As Jesus was walking along,Ordinary Time 14 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The house of Israel trusts in the Lord.,John 10.14,"Hos 8.4-7, 11-13",,,"I am the good shepherd, says the Lord; I know my sheep, and mine know me.",14,Thus says the Lord,384,Matt 9.32-38,,,550,"Ps 115.3-4, 5-6, 7-8, 9-10",As Jesus was walking along,Ordinary Time 14 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"Lord, let your mercy be upon us,",Mark 1.15,"Gen 41.55-57; 42.5-7a, 17-24",,,"The kingdom of God is near, repent and believe the good news! WEDNESDAY 1057",14,When all the land of Egypt was famished,385,Matt 10.1-7,,,132,"Ps 33.2-3, 10-11, 18-19",Jesus summoned his twelve disciples,Ordinary Time 14 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,Seek always the face of the Lord.,Mark 1.15,"Hos 10.1-3, 7-8, 12",,,"The kingdom of God is near, repent and believe the good news!",14,Israel is a luxuriant vine that yields its fruit.,385,Matt 10.1-7,,,552,"Ps 105.2-3, 4-5, 6-7",Jesus summoned his twelve disciples,Ordinary Time 14 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,"I will take the cup of salvation,",John 10.17,Exod 11.10 - 12.14,,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",15,Moses and Aaron performed many wonders before Pharaoh,393,Matt 12.1-8,,,153,"Ps 116.12-13, 15-16, 17-18","On the sabbath, Jesus went through the grainfields",Ordinary Time 15 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,"I will take the cup of salvation,",John 10.17,"Isa 38.1-6, 21-22, 7-8",,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",15,In those days Hezekiah became sick and was at the point of death.,393,Matt 12.1-8,,,569,"Ps 116.12-13, 15-16, 17-18","On the Sabbath, Jesus went through the grainfields",Ordinary Time 15 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,Our help is in the name of the Lord.,Matt 5.10,"Exod 1.8-14, 22",,,Blessed are they who suffer persecution for justice's sake; for the kingdom of heaven is theirs.,15,"Now a new king arose over Egypt, who did not know Joseph.",389,Matt 10.34 - 11.1,,,143,"Ps 124.1-3, 4-6, 7-8",Jesus said to his disciples,Ordinary Time 15 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,To the upright I will show the saving power of God.,Matt 5.10,Isa 1.10-17,,,Blessed are they who suffer persecution for justice's sake; for the kingdom of heaven is theirs.,15,The vision of Isaiah son of Amoz,389,Matt 10.34 - 11.1,,,561,"Ps 50.8-9, 16bc-17, 21, 23",Jesus said to his disciples,Ordinary Time 15 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,God's love is everlasting.,2 Corinthians 5.19,Exod 12.37-42,,,"God was in Christ, to reconcile the world to himself; and the good news of reconciliation he has entrusted to us.",15,The Israelites journeyed from Rameses to Succoth,394,Matt 12.14-21,,,155,"Ps 136.1+23-24, 10-12, 13-15",The Pharisees went out and conspired against Jesus,Ordinary Time 15 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"Do not forget the poor, O Lord!",2 Corinthians 5.19,Mic 2.1-5,,,"God was in Christ, to reconcile the world to himself; and the good news of reconciliation he has entrusted to us.",15,The Lord spoke to all the people these words,394,Matt 12.14-21,,,572,"Ps 10.1-2, 3-4, 7-8, 14",The Pharisees went out and conspired against Jesus,Ordinary Time 15 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,The Lord remembers his covenant for ever.,Matt 11.28,Exod 3.13-20,,,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",15,God spoke to Moses out of the bush and said,392,Matt 11.28-30,,,150,"Ps 105.1+5, 8-9, 24-25, 26-27",Jesus said,Ordinary Time 15 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,From heaven the Lord looks down on the earth.,Matt 11.28,"Isa 26.7-9, 12, 16-19",,,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",15,The way of the righteous is level,392,Matt 11.28-30,,,567,"Ps 102.12-14, 15-17, 18-20",Jesus said,Ordinary Time 15 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"Turn to the Lord in your need, and you will live.",Ps 95.8,Exod 2.1-15a,,,"If today you hear God's voice, harden not your hearts.",15,A man from the house of Levi went and married a Levite woman.,390,Matt 11.20-24,,,145,"Ps 69.2, 13, 29-30, 32-33",Jesus began to reproach the cities,Ordinary Time 15 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,God upholds his city for ever.,Ps 95.8,Isa 7.1-9,,,"If today you hear God's voice, harden not your hearts.",15,"In the days of Ahazh, king of Judah",390,Matt 11.20-24,,,563,"Ps 48.1-2a, 2b-3, 4-5, 6-7",Jesus began to reproach the cities,Ordinary Time 15 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The Lord is kind and merciful.,Matt 11.25,"Exod 3.1-6, 9-12",,,"Blessed are you Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",15,Moses was keeping the flock of his father-in-law Jethro,391,Matt 11.25-27,,,148,"Ps 103.1-2, 3-4, 6-7",At that time Jesus said,Ordinary Time 15 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The Lord will not abandon his people.,Matt 11.25,"Isa 10.5-7, 13-16",,,"Blessed are you Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",15,Thus says the Lord,391,Matt 11.25-27,,,565,"Ps 94.5-6, 7-8, 9-10, 14-15",At that time Jesus said,Ordinary Time 15 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,"Lord, you have the words of everlasting life.",Luke 8.15,Exod 20.1-17,,,Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance. FRIDAY 1093,16,The Lord descended upon Mount Sinai,399,Matt 13.18-23,,,168,"Ps 19.7, 8, 9, 10",Jesus said to his disciples,Ordinary Time 16 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,"Lord, you have the words of everlasting life.",Luke 8.15,Jer 3.14-17,,,Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.,16,"Return, O faithless children, says the Lord",399,Matt 13.18-23,,,582,"Ps 19.7, 8, 9, 10",Jesus said to his disciples,Ordinary Time 16 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,,Ps 95.8,Exod 14.5-18,,,"If today you hear God's voice, harden not your hearts. MONDAY 1083",16,When the king of Egypt was told that the Israelites had fled,395,Matt 12.38-42,,,158,,Some of the scribes and Pharisees said to Jesus,Ordinary Time 16 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,To the upright I will show the saving power of God.,Ps 95.8,"Mic 6.1-4, 6-8",,,"If today you hear God's voice, harden not your hearts.",16,Hear what the Lord says,395,Matt 12.38-42,,,574,"Ps 50.5-6, 8-9, 16bc-17, 21+23",Some of the scribes and Pharisees said to Jesus,Ordinary Time 16 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,Offer to God a sacrifice of praise.,James 1.21,Exod 24.3-8,,,Receive and submit to the word planted in you; it can save your souls.,16,Moses went down from the top of Mount Sinai,400,Matt 13.24-30,,,170,"Ps 50.1-2, 5-6, 14-15",Jesus put before the people another parable,Ordinary Time 16 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"How lovely is your dwelling place,",James 1.21,Jer 7.1-11,,,Receive and submit to the word planted in you; it can save your souls. SATURDAY 1509,16,The word that came to Jeremiah from the Lord,400,Matt 13.24-30,,,584,"Ps 84.2, 3, 4-5a+7a, 10",Jesus put before the people another parable,Ordinary Time 16 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,,Matt 11.25,"Exod 19.1-2, 9-11, 16-20b",,,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",16,On the third new moon,398,Matt 13.10-17,,,165,,The disciples came and asked Jesus,Ordinary Time 16 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"You are the source of life, O Lord.",Matt 11.25,"Jer 2.1-3, 7-8, 12-13",,,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",16,"The word of the Lord came to me, saying",398,Matt 13.10-17,,,580,"Ps 36.5-6, 7-8, 9-10",The disciples came and asked Jesus,Ordinary Time 16 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,Let us sing to the Lord;,John 14.23,"Exod 14.21 - 15.1, 20-21",,,"All who love me will keep my words, and my Father will love them, and we will come to them.",16,The Israelites were encamped at the edge of the sea,396,"Matt 12.46, 48-50",,,160,"Exod 15.7ab-8, 9, 10+12, 17",While Jesus was still speaking to the crowds,Ordinary Time 16 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"Lord, show us your mercy and love.",John 14.23,"Mic 7.14-15, 18-20",,,"All who love me will keep my words, and my Father will love them, and we will come to them.",16,Shepherd your people with your staff,396,"Matt 12.46, 48-50",,,576,"Ps 85.1-3, 4-5, 6-7",While Jesus was still speaking to the crowds,Ordinary Time 16 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The Lord gave them bread from heaven.,Matt 13.1-9,"Exod 16.1-5, 9-15",,,"The seed is the word of God, Christ is the sower; all who come to him will live for ever.",16,The whole congregation of the Israelites set out from Elim,397,Matt 13.1-9,,,163,"Ps 78.18-19, 23-24, 25-26, 27-28",One day Jesus went out of the house and sat beside the sea.,Ordinary Time 16 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,I will sing of your salvation.,Matt 13.1-9,"Jer 1.1, 4-10",,,"The seed is the word of God, Christ is the sower; all who come to him will live for ever.",16,The words of Jeremiah son of Hilkiah,397,Matt 13.1-9,,,578,"Ps 71.1-2, 3-4a, 5-6ab, 15ab+17",One day Jesus went out of the house and sat beside the sea.,Ordinary Time 16 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,Sing with joy to God our help.,1 Peter 1.25,"Lev 23.1, 4-11, 15-16, 27, 34b-37",,,"The word of the Lord stands for ever; it is the word given to you, the good news.",17,"The Lord spoke to Moses, saying",405,Matt 13.54-58,,,183,"Ps 81.2-3, 4-5, 9-10",Jesus came to his hometown,Ordinary Time 17 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,"Lord, in your great love, answer me.",1 Peter 1.25,Jer 26.1-9,,,"The word of the Lord stands for ever; it is the word given to you, the good news. FRIDAY 1521",17,At the beginning of the reign of King Jehoiakim,405,Matt 13.54-58,,,596,"Ps 69.1+4ab, 4cd+7, 8-9, 13",Jesus came to his hometown,Ordinary Time 17 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,"In your love, remember us, Lord.++",James 1.18,"Exod 32.15-24, 30-34",,,"The Father gave us birth by his message of truth, that we might be as the first fruits of his creation.",17,When God finished speaking with Moses on Mount Sinai,401,Matt 13.31-35,,,173,"Ps 106.19-20, 21-22, 23",Jesus put before the people another parable,Ordinary Time 17 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,"In your love, remember us, Lord.++",James 1.18,Jer 13.1-11,,,"The Father gave us birth by his message of truth, that we might be as the first fruits of his creation.",17,Thus said the Lord to me,401,Matt 13.31-35,,,587,"Ps 106.19-20, 21-22, 23",Jesus put before the people another parable,Ordinary Time 17 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"O God, let all the nations praise you!",Matt 5.10,"Lev 25.1, 8-17",,,Blessed are they who suffer persecution for justice' sake; the kingdom of heaven is theirs.,17,"The Lord spoke to Moses on Mount Sinai, saying",406,Matt 14.1-12,,,186,"Ps 67.1-2, 3a+4, 6-7",Herod the ruler heard reports about Jesus,Ordinary Time 17 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"Lord, in your great love, answer me.",Matt 5.10,"Jer 26.11-16, 24",,,Blessed are they who suffer persecution for justice' sake; the kingdom of heaven is theirs.,17,After Jeremiah had spoken all that the Lord had commanded,406,Matt 14.1-12,,,598,"Ps 69.14-15, 29-30, 32-33",Herod the ruler heard reports about Jesus,Ordinary Time 17 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"How lovely is your dwelling place,",Acts 16.14,"Exod 40.16-21, 34-38",,,"Open our hearts, O Lord, to listen to the words of your Son.",17,Moses did everything just as the Lord had commanded him.,404,Matt 13.47-52,,,181,"Ps 84.2, 3, 4-5a+7, 10",Jesus said to the crowds,Ordinary Time 17 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,Blest are they whose help is the God of Jacob.,Acts 16.14,Jer 18.1-6,,,"Open our hearts, O Lord, to listen to the words of your Son.",17,The word that came to Jeremiah from the Lord,404,Matt 13.47-52,,,594,"Ps 146.1-2, 3-4, 5-6",Jesus said to the crowds,Ordinary Time 17 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The Lord is kind and merciful.,,"Exod 33.7-11; 34.4b-9, 28",,,,17,Whenever the Israelites made camp,402,Matt 13.36-43,,,176,"Ps 103.6-7, 8-9, 10-11, 12-13",Jesus left the crowds and went into the house.,Ordinary Time 17 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"For the glory of your name, O Lord, deliver us.",,Jer 14.17-22,,,,17,The Lord said to me,402,Matt 13.36-43,,,589,"Ps 79.5+8, 9+11, 13",Jesus left the crowds and went into the house.,Ordinary Time 17 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,Holy is the Lord our God.,John 15.15,Exod 34.29-35,,,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me.",17,Moses came down from Mount Sinai.,403,Matt 13.44-46,,,179,"Ps 99.5, 6, 7, 9",Jesus said to the crowds,Ordinary Time 17 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,God is my refuge on the day of distress.,John 15.15,"Jer 15.10, 16-21",,,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me. WEDNESDAY 1517",17,Jeremiah cried out to the Lord,403,Matt 13.44-46,,,592,"Ps 59.1-2, 3-4a, 9-10, 16, 17",Jesus said to the crowds,Ordinary Time 17 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,I remember the deeds of the Lord.,Matt 5.10,Deut 4.32-40,,,Blessed are they who suffer persecution for justice' sake; the kingdom of heaven is theirs.,18,Moses spoke to the people of Israel and said,411,Matt 16.24-28,,,202,"Ps 77.11-12, 13-14, 15+20",Jesus told his disciples,Ordinary Time 18 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,I remember the deeds of the Lord.,Matt 5.10,"Nahum 1.15c; 2.2; 3.1-3, 6-7",,,Blessed are they who suffer persecution for justice' sake; the kingdom of heaven is theirs.,18,Look!,411,Matt 16.24-28,,,613,"Ps 77.11-12, 13-14, 15+20",Jesus told his disciples,Ordinary Time 18 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,Sing with joy to God our help.,Matt 4.4,Num 11.4b-15,,,"Master, you are the Son of God, you are the king of Israel.",18,"As the Israelites marched through the wilderness, they complained.",407,Matt 14.13-21,,,189,"Ps 81.11-12, 13-14, 15-16",After the crowd had eaten enough,Ordinary Time 18 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,"Teach me your laws, O Lord.",Matt 4.4,Jer 28.1-17,,,"Master, you are the Son of God, you are the king of Israel.",18,At the beginning of the reign of King Zedekiah of Judah,407,Matt 14.13-21,,,601,"Ps 119.29+43, 79-80, 95+102",After the crowd had eaten enough,Ordinary Time 18 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"I love you, Lord, my strength.",2 Timothy 1.10,Deut 6.4-13,,,Our Saviour Jesus Christ has done away with death and brought us life through the gospel. SATURDAY 1129,18,Moses spoke to the people and said,412,Matt 17.14-20,,,204,"Ps 18.1-2, 3+6b, 46+50 (R.1)",After the transfiguration,Ordinary Time 18 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"You will never abandon those who seek you, Lord.",2 Timothy 1.10,Hab 1.12 - 2.4,,,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,18,Are you not from of old,412,Matt 17.14-20,,,615,"Ps 9.7-8, 9-10, 11-12",After the transfiguration,Ordinary Time 18 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"If today you hear God's voice,",Matt 16.18,Num 20.1-13,,,"You are Peter, the rock on which I will build my Church; the gates of hell will not hold against it.",18,"The Israelites, the whole congregation",410,Matt 16.13-23,,,199,"Ps 95.1-2, 6-7ab, 7c-9",When Jesus came into the district of Caesarea Philippi,Ordinary Time 18 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"Create a clean heart in me, O God.",Matt 16.18,Jer 31.31-34,,,"You are Peter, the rock on which I will build my Church; the gates of hell will not hold against it.",18,"The days are surely coming, says the Lord",410,Matt 16.13-23,,,611,"Ps 51.10-11, 12-13, 16-17",When Jesus came into the district of Caesarea Philippi,Ordinary Time 18 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"Be merciful, O Lord, for we have sinned.",John 1.49,Num 12.1-13,,,"Master, you are the Son of God, you are the king of Israel.",18,While they were at Hazeroth,408,Matt 14.22-36,,,193,"Ps 51.1-2, 3-4, 10-11",Pharisees and scribes came to Jesus from Jerusalem and said,Ordinary Time 18 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"The Lord will build up Zion again,",John 1.49,"Jer 30.1-2, 12-15, 18-22",,,"Master, you are the Son of God, you are the king of Israel.",18,The word that came to Jeremiah from the Lord,408,Matt 14.22-36,,,605,"Ps 102.15-17, 18-20, 28+21-22",Pharisees and scribes came to Jesus from Jerusalem and said,Ordinary Time 18 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"In your love, remember us, Lord.++",Luke 7.16,"Num 13.1-2, 25-33; 14.1-2b, 26-29, 34-35",,,A great prophet has appeared among us; God has visited his people.,18,One day the Lord spoke to Moses in the desert,409,Matt 15.21-28,,,196,"Ps 106.6-7, 13-14, 21-22, 23",Jesus went to the district of Tyre and Sidon.,Ordinary Time 18 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"In your love, remember us, Lord.++",Luke 7.16,Jer 31.1-7,,,A great prophet has appeared among us; God has visited his people.,18,"At that time, says the Lord",409,Matt 15.21-28,,,609,"Ps 106.6-7, 13-14, 21-22, 23",Jesus went to the district of Tyre and Sidon.,Ordinary Time 18 Wednesday,
