weekday_cycle,source_file,season,reference_status,day,psalm_response,acclamation_ref,first_reading,reading_cycle,sunday_cycle,acclamation_text,week,first_reading_incipit,lectionary_number,gospel,parser_warnings,second_reading,source_page,psalm_reference,gospel_incipit,source_title,second_reading_incipit
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,Blessed are they who are called to,"Luke 21,28","Rev 18.1-2, 21-23, 19.1-3, 9a",,,Lift up your heads and see; your redemption is near at hand.,34,"In my vision, I saw another angel coming down from heaven",506,Luke 21.20-28,,,825,"Ps 100.1-2, 3, 4, 5",Jesus spoke to his disciples about the end which is to come.,Ordinary Time 34 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,,Rev 2.10c,"Dan 2.3, 9a, 10a, 27a, 31-45",,,"Be faithful until death, says the Lord, and I will give you the crown of life.",34,King Nebuchadnezzar summoned the sages of Babylon and said,504,Luke 21.5-11,,,415,,When some were speaking about the temple,Ordinary Time 34 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,,Rev 2.10c,"Dan 5.1-6, 13-14, 16-17, 23-28",,,"Be faithful until death, says the Lord, and I will give you the crown of life.",34,King Belshazzar made a great festival for a thousand of his lords,505,Luke 21.12-19,,,418,,Jesus spoke to his disciples about the end which is to come.,Ordinary Time 34 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"Great and wonderful are all your works,",Rev 2.10c,Rev 15.1-4,,,"Be faithful until death, says the Lord, and I will give you the crown of life.",34,"In my vision, I, John, saw another portent in heaven",505,Luke 21.12-19,,,823,"Ps 98.1, 2-3ab, 7-8, 9",Jesus spoke to his disciples about the end which is to come.,Ordinary Time 34 Wednesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Friday,The salvation of the just comes from the Lord.,See Matthew 11.25,Hebrews 10.32-39,,,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little one the mysteries of the kingdom.",3,Beloved,321,Mark 4.26-34,,,145,"Ps 37.3-4, 5-6, 23-24, 39-40",Jesus told the people a parable,Ordinary Time 3 Friday,
II,weekday_a_full.txt,Ordinary Time,unverified,Friday,"Be merciful, O Lord,",See Matthew 11.25,"2 Samuel 11.1-4a, 5-10a, 13-17",,,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little one the mysteries of the kingdom.",3,In the spring of the year,321,Mark 4.26-34,,,285,"Ps 51.1-2, 3-4a, 4bc-5, 8-9",Jesus told the people a parable,Ordinary Time 3 Friday,
I,weekday_a_full.txt,Ordinary Time,unverified,Monday,"Sing to the Lord a new song,",2 Timothy 1.10b,"Hebrews 9.15, 24-28",,,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,3,Christ offered himself without blemish to God.,317,Mark 3.22-30,,,136,"Ps 98.1, 2-3ab, 3cd-4, 5-6",Some scribes who came down from Jerusalem said of Jesus,Ordinary Time 3 Monday,
II,weekday_a_full.txt,Ordinary Time,unverified,Monday,My faithfulness and steadfast love shall be with him.,2 Timothy 1.10b,"2 Samuel 5.1-7, 10",,,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,3,"All the tribes of Israel came to David at Hebron, and said",317,Mark 3.22-30,,,275,"Ps 89.19, 20-21, 24-25",Some scribes who came down from Jerusalem said of Jesus,Ordinary Time 3 Monday,
I,weekday_a_full.txt,Ordinary Time,unverified,Saturday,,John 3.16,"Hebrews 11.1-2, 8-19",,,"God loved the world so much, he gave his only Son, that all who believe in him might have eternal life.",3,Faith is the assurance of things hoped for,322,Mark 4.35-41,,,147,,"All day long, Jesus had spoken to the crowd in parables.",Ordinary Time 3 Saturday,
II,weekday_a_full.txt,Ordinary Time,unverified,Saturday,"Create a clean heart in me, O God.",John 3.16,"2 Samuel 12.1-7a, 10-17",,,"God loved the world so much, he gave his only Son, that all who believe in him might have eternal life. SATURDAY 285",3,David did what displeased the Lord,322,Mark 4.35-41,,,288,"Ps 51.10-11, 12-13, 14-15","All day long, Jesus had spoken to the crowd in parables.",Ordinary Time 3 Saturday,
I,weekday_a_full.txt,Ordinary Time,unverified,Thursday,"Lord, this is the people that longs to see your face.",Ps 119.105,Hebrews 10.19-25,,,Your word is a lamp for my feet and a light on my path.,3,My friends,320,Mark 4.21-25,,,143,"Ps 24.1-2, 3-4ab, 5-6",Jesus told this parable to the disciples,Ordinary Time 3 Thursday,
II,weekday_a_full.txt,Ordinary Time,unverified,Thursday,God will give him,Ps 119.105,"2 Samuel 7.18-19, 24-29",,,Your word is a lamp for my feet and a light on my path.,3,After the prophet Nathan had proclaimed to David the promises of God,320,Mark 4.21-25,,,282,"Ps 132.1-2, 3-5, 11, 12, 13-14",Jesus told this parable to the disciples,Ordinary Time 3 Thursday,
I,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,"Here am I, Lord; I come to do your will.",See Matthew 11.25,Hebrews 10.1-10,,,"Blessed are you, Father, Lord of the ruler of heaven and earth; you have revealed to little ones the mysteries of the kingdom. TUESDAY 135",3,Since the law has only a shadow of the good things to come,318,Mark 3.31-35,,,138,"Ps 40.1+3ab, 6-7a, 9, 10",The mother of Jesus and his brothers came to the house where he was,Ordinary Time 3 Tuesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,Who is this king of glory?,See Matthew 11.25,"2 Samuel 6.12b-15, 17-19",,,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",3,David brought up the ark of God,318,Mark 3.31-35,,,277,"Ps 24.7, 8, 9, 10",The mother of Jesus and his brothers came to the house where he was,Ordinary Time 3 Tuesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,"You are a priest for ever,",,Hebrews 10.11-18,,,,3,In the former alliance,319,Mark 4.1-20,,,140,"Ps 110.1, 2, 3, 4",Jesus began to teach beside the sea.,Ordinary Time 3 Wednesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,For ever I will pledge my love for my servant.,,2 Samuel 7.1-17,,,,3,When King David was settled in his house in Jerusalem,319,Mark 4.1-20,,,279,"Ps 89.3-4, 26-27, 28-29",Jesus began to teach beside the sea.,Ordinary Time 3 Wednesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Friday,The Lord is my light and my salvation.,see Luke 8.15,Hebrews 13.1-8,,,Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.,4,Beloved,327,Mark 6.14-29,,,160,"Ps 27.1, 3, 5, 8b-9abc",King Herod heard of the miracles of Jesus,Ordinary Time 4 Friday,
II,weekday_a_full.txt,Ordinary Time,unverified,Friday,Blessed be God my salvation!,see Luke 8.15,Sir 47.2-11,,,Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.,4,As the fat is set apart from the communion offering,327,Mark 6.14-29,,,302,"Ps 18.30, 46+49, 50",King Herod heard of the miracles of Jesus,Ordinary Time 4 Friday,
I,weekday_a_full.txt,Ordinary Time,unverified,Monday,"Let your hearts take comfort,",Luke 7.16,Hebrews 11.32-40,,,A great prophet has appeared among us; God has visited his people.,4,Concerning the great power of faith,323,Mark 5.1-20,,,150,"Ps 31.19, 20, 21, 22, 23",Jesus and the disciples came to the other side of the sea,Ordinary Time 4 Monday,
II,weekday_a_full.txt,Ordinary Time,unverified,Monday,"Lord, rise up and save me.",Luke 7.16,"2 Samuel 15.13-14, 30; 16.5-13a",,,A great prophet has appeared among us; God has visited his people.,4,"A messenger came to David, saying",323,Mark 5.1-20,,,291,"Ps 3.1-2, 3-4, 5-6",Jesus and the disciples came to the other side of the sea,Ordinary Time 4 Monday,
I,weekday_a_full.txt,Ordinary Time,unverified,Saturday,The Lord is my shepherd;,John 10.27,"Hebrews 13.15-17, 20-21",,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",4,Through Jesus Christ,328,Mark 6.30-34,,,163,"Ps 23.1-3a, 3b-4, 5, 6",After returning from their first mission,Ordinary Time 4 Saturday,
II,weekday_a_full.txt,Ordinary Time,unverified,Saturday,"Lord, teach me your decrees.",John 10.27,1 Kings 3.4-13,,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",4,King Solomon went to Gibeon to sacrifice there,328,Mark 6.30-34,,,304,"Ps 119.9-10, 11-12, 13-14",After returning from their first mission,Ordinary Time 4 Saturday,
I,weekday_a_full.txt,Ordinary Time,unverified,Thursday,"God, in your temple, we ponder your love.",Mark 1.15,"Hebrews 12.18-19, 21-24",,,The kingdom of God is near: repent and believe the good news!,4,Beloved,326,Mark 6.7-13,,,158,"Ps 48.1-2a, 2b-3, 8, 9-10",Jesus called the twelve,Ordinary Time 4 Thursday,
II,weekday_a_full.txt,Ordinary Time,unverified,Thursday,"God, in your temple, we ponder your love.",Mark 1.15,"1 Kings 2.1-4, 10-12",,,The kingdom of God is near: repent and believe the good news!,4,When David's time to die drew near,326,Mark 6.7-13,,,300,"Ps 48.1-2a, 2b-3, 8, 9-10",Jesus called the twelve,Ordinary Time 4 Thursday,
I,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,"They will praise you, Lord, who long for you.",Matt 8.17,Hebrews 12.1-4,,,"Christ bore our sickness, and endured our suffering.",4,Beloved,324,Mark 5.21-43,,,153,"Ps 22.25b-26, 27+29, 30-31",When Jesus had crossed in the boat to the other side,Ordinary Time 4 Tuesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,"Listen, Lord, and answer me.",Matt 8.17,"2 Samuel 18.9-10, 14b, 24-26a, 30 - 19.3",,,"Christ bore our sickness, and endured our suffering. TUESDAY 291",4,Absalom happened to meet the servants of David.,324,Mark 5.21-43,,,294,"Ps 86.1-2, 3-4, 5-6",When Jesus had crossed in the boat to the other side,Ordinary Time 4 Tuesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,The Lord's kindness is everlasting,John 10.27,"Hebrews 12.4-7, 11-15",,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",4,Beloved,325,Mark 6.1-6,,,156,"Ps 103.1-2, 13-14, 17-18a",Jesus came to his hometown,Ordinary Time 4 Wednesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,"Lord, forgive the wrong I have done.",John 10.27,"2 Samuel 24.2, 9-17",,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",4,King David said to Joab,325,Mark 6.1-6,,,297,"Ps 32.1-2, 5, 6, 7",Jesus came to his hometown,Ordinary Time 4 Wednesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Friday,Happy are those whose sins are forgiven.,Acts 16.14b,Gen 3.1-8,,,"Open our hearts, O Lord, to listen to the words of your Son.",5,The serpent was more crafty than any other wild animal,333,Mark 7.31-37,,,175,"Ps 32.1-2, 5, 6, 7",Jesus returned from the region of Tyre,Ordinary Time 5 Friday,
II,weekday_a_full.txt,Ordinary Time,unverified,Friday,"I am the Lord, your God; hear my voice.",Acts 16.14b,1 Kings 11.29-32; 12.19,,,"Open our hearts, O Lord, to listen to the words of your Son. FRIDAY 313",5,Jeroboam was very able,333,Mark 7.31-37,,,316,"Ps 81.9-10ab, 11-12, 13-14",Jesus returned from the region of Tyre,Ordinary Time 5 Friday,
I,weekday_a_full.txt,Ordinary Time,unverified,Monday,May the Lord be glad in his works.,Matt 4.23,Gen 1.1-19,,,Jesus preached the good news of the kingdom and healed all who were sick.,5,In the beginning,329,Mark 6.53-56,,,165,"Ps 104.1-2a, 5-6, 10+12, 24+35c",Jesus and the disciples crossed over the lake,Ordinary Time 5 Monday,
II,weekday_a_full.txt,Ordinary Time,unverified,Monday,"Lord, go up to the place of your rest!",Matt 4.23,"1 Kings 8.1-7, 9-13",,,Jesus preached the good news of the kingdom and healed all who were sick.,5,King Solomon assembled before him in Jerusalem,329,Mark 6.53-56,,,307,"Ps 132.1a+2b+4a+5a, 6+8, 9-10, 13-14 (R.8a)",Jesus and the disciples crossed over the lake,Ordinary Time 5 Monday,
I,weekday_a_full.txt,Ordinary Time,unverified,Saturday,"In every age, O Lord, you have been our refuge.",Matt 4.4b,Gen 3.9-24,,,"No one lives by bread alone, but on every word that comes from the mouth of God. SATURDAY 175",5,After the man and the woman had sinned,334,Mark 8.1-10,,,177,"Ps 90.2, 3-4, 5-6, 12-13",As there was a great crowd without anything to eat,Ordinary Time 5 Saturday,
II,weekday_a_full.txt,Ordinary Time,unverified,Saturday,"Lord, remember us,",Matt 4.4b,1 Kings 12.26-32; 13.33-34,,,"No one lives by bread alone, but on every word that comes from the mouth of God.",5,Once Jeroboam had become king of ten of the tribes of Israel,334,Mark 8.1-10,,,318,"Ps 106.6-7a, 19-20, 21-22",As there was a great crowd without anything to eat,Ordinary Time 5 Saturday,
I,weekday_a_full.txt,Ordinary Time,unverified,Thursday,Happy are those who fear the Lord.,James 1.21,Gen 2.18-25,,,Receive and submit to the word planted in you; it can save your souls.,5,The Lord God had created the man and put him in the garden.,332,Mark 7.24-30,,,173,"Ps 128.1-2, 3, 4-5",Jesus set out and went away to the region of Tyre and Sidon.,Ordinary Time 5 Thursday,
II,weekday_a_full.txt,Ordinary Time,unverified,Thursday,"Lord, remember us,",James 1.21,1 Kings 11.4-13,,,Receive and submit to the word planted in you; it can save your souls.,5,When Solomon was old,332,Mark 7.24-30,,,314,"Ps 106.3-4, 6-7, 35-36, 37+40 (R.4a)",Jesus set out and went away to the region of Tyre and Sidon.,Ordinary Time 5 Thursday,
I,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,"O Lord our God, how wonderful your name in all the earth!","Ps 119.36a, 29b",Gen 1.20-2.4a,,,"Turn my heart to do your will; teach me your law, O God.",5,In the beginning,330,Mark 7.1-13,,,168,"Ps 8.3-4, 5-6, 7-8",When the Pharisees and some of the scribes,Ordinary Time 5 Tuesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,"How lovely is your dwelling place,","Ps 119.36a, 29b","1 Kings 8.22-23, 27-30",,,"Turn my heart to do your will; teach me your law, O God.",5,On the day of the dedication of the temple,330,Mark 7.1-13,,,309,"Ps 84.2, 3, 4+9, 10",When the Pharisees and some of the scribes,Ordinary Time 5 Tuesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,"O bless the Lord, my soul!",John 17.17,"Gen 2.4b-9, 15-17",,,"Your word, O Lord, is truth; make us holy in the truth.",5,In the day that the Lord God made the earth and the heavens,331,Mark 7.14-23,,,171,"Ps 104.1-2a, 27-28, 29bc-30",Jesus called the crowd and said to them,Ordinary Time 5 Wednesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,The mouths of the just murmur wisdom.,John 17.17,1 Kings 10.1-10,,,"Your word, O Lord, is truth; make us holy in the truth.",5,When the queen of Sheba heard of the fame of Solomon,331,Mark 7.14-23,,,312,"Ps 37.5-6, 30-31, 39-40",Jesus called the crowd and said to them,Ordinary Time 5 Wednesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Friday,Happy the people the Lord has chosen to be his own.,John 15.15b,Gen 11.1-9,,,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me..",6,The whole earth had one language and the same words.,339,Mark 8.34-38 - 9.1,,,190,"Ps 33.10-11, 12-13, 14-15","Jesus called the crowd with his disciples, and said to them",Ordinary Time 6 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,Happy the people the Lord has chosen to be his own.,John 15.15b,Gen 11.1-9,,,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me.",6,The whole earth had one language and the same words.,339,Mark 8.34-38 - 9.1,,,15,"Ps 33.10-11, 12-13, 14-15","Jesus called the crowd with his disciples, and said to them",Ordinary Time 6 Friday,
II,weekday_a_full.txt,Ordinary Time,unverified,Friday,Happy are those who do what the Lord commands.,John 15.15b,"James 2.14-24, 26",,,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me..",6,"What good is it, my brothers and sisters",339,Mark 8.34-38 - 9.1,,,329,"Ps 112.1-2, 3-4, 5-6","Jesus called the crowd with his disciples, and said to them",Ordinary Time 6 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,Happy are those who do what the Lord commands.,John 15.15b,"James 2.14-24, 26",,,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me.",6,"What good is it, my brothers and sisters",339,Mark 8.34-38 - 9.1,,,444,"Ps 112.1-2, 3-4, 5-6","Jesus called the crowd with his disciples, and said to them",Ordinary Time 6 Friday,
I,weekday_a_full.txt,Ordinary Time,unverified,Monday,Offer to God a sacrifice of praise.,John 14.6,"Gen 4.1-15, 25",,,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me.",6,Now the man knew his wife Eve,335,Mark 8.11-13,,,181,"Ps 50.1+8, 16bc-17, 20-21",The Pharisees came to Jesus and began to argue with him,Ordinary Time 6 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,Offer to God a sacrifice of praise.,John 14.6,"Gen 4.1-15, 25",,,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me. MONDAY 931",6,Now the man knew his wife Eve,335,Mark 8.11-13,,,6,"Ps 50.1+8, 16bc-17, 20-21",The Pharisees came to Jesus and began to argue with him,Ordinary Time 6 Monday,
II,weekday_a_full.txt,Ordinary Time,unverified,Monday,"Be kind to me, Lord, and I shall live.",John 14.6,James 1.1-11,,,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me.",6,From James,335,Mark 8.11-13,,,321,"Ps 119.67-68, 71-72, 75-76",The Pharisees came to Jesus and began to argue with him,Ordinary Time 6 Monday,
